,1-qid,two_realRank,two_realRank2,State,CordAscent,C_CE_I,C_CE_I_R,Total_Current_Assets,Current_Liabilities,NonCurrent_Liabilities,Unrestricted_Net_Assets,Restricted_Net_Assets,Total_Net_Assets,Total_Assets,Total_Liabilities,Total_Taxes,Total_Revenue_,Total_Expenses,NonCurrent_Liability,Change_in_Net_Assets,Population,UAAL_pension_(risk-free),UAAL_OPEB,Primary_gov_debt,Personal_income,cash_ratio,quick_ratio,current_ratio,op_ratio,surplus_percap,net_asst_ratio,long_term_liab,lt_percapita,tax_income_ratio,rev_income_ratio,exp_income_ratio,pension_income_ratio,opeb_income_ratio,overallrank,C_CE_I_R_contribution,Change_in_Net_Assets_contribution,Current_Liabilities_contribution,NonCurrent_Liability_contribution,NonCurrent_Liabilities_contribution,Personal_income_contribution,Population_contribution,Primary_gov_debt_contribution,Restricted_Net_Assets_contribution,Total_Assets_contribution,Total_Current_Assets_contribution,Total_Expenses_contribution,Total_Liabilities_contribution,Total_Net_Assets_contribution,Total_Revenue__contribution,Total_Taxes_contribution,UAAL_OPEB_contribution,UAAL_pension_(risk-free)_contribution,Unrestricted_Net_Assets_contribution,cash_ratio_contribution,current_ratio_contribution,exp_income_ratio_contribution,long_term_liab_contribution,lt_percapita_contribution,net_asst_ratio_contribution,op_ratio_contribution,opeb_income_ratio_contribution,pension_income_ratio_contribution,quick_ratio_contribution,rev_income_ratio_contribution,surplus_percap_contribution,tax_income_ratio_contribution,C_CE_I_R_feature_rank,Change_in_Net_Assets_feature_rank,Current_Liabilities_feature_rank,NonCurrent_Liability_feature_rank,NonCurrent_Liabilities_feature_rank,Personal_income_feature_rank,Population_feature_rank,Primary_gov_debt_feature_rank,Restricted_Net_Assets_feature_rank,Total_Assets_feature_rank,Total_Current_Assets_feature_rank,Total_Expenses_feature_rank,Total_Liabilities_feature_rank,Total_Net_Assets_feature_rank,Total_Revenue__feature_rank,Total_Taxes_feature_rank,UAAL_OPEB_feature_rank,UAAL_pension_(risk-free)_feature_rank,Unrestricted_Net_Assets_feature_rank,cash_ratio_feature_rank,current_ratio_feature_rank,exp_income_ratio_feature_rank,long_term_liab_feature_rank,lt_percapita_feature_rank,net_asst_ratio_feature_rank,op_ratio_feature_rank,opeb_income_ratio_feature_rank,pension_income_ratio_feature_rank,quick_ratio_feature_rank,rev_income_ratio_feature_rank,surplus_percap_feature_rank,tax_income_ratio_feature_rank
445,2014,16,16,Virginia,33,8540538,12198037,12539702,5545778,12145596,-2289103,2081099,22438112,41659349,17691374,20817270791,38395163286,37122276876,12145596349,1272886410,8317372,97838570726,5376267748,6952518256,4.23E+11,1.54,2.2,2.26,1.03,153.04,0,0.29,1460.27,0.05,0.09,0.09,0.23,0.01,16,9.19E-05,-0.001010978,-0.000816849,0.000253768,-0.013579337,-0.012918104,0.006482928,5.16E-05,0.000530582,0.008051673,-0.003607395,-0.001741755,0.008582821,0.000941085,-0.000521593,-0.001033048,0.000404816,0.00061329,-0.00073486,-4.24E-05,-0.000229545,-0.001408204,-0.002657982,0.004255485,0.002262224,0.002050363,0.000189874,0.000616875,0.001910114,-0.002871703,-0.001703557,0.000244535,31,18,20,27,1,2,5,32,24,4,7,14,3,19,25,17,26,23,21,33,29,16,9,6,10,11,30,22,12,8,15,28
446,2014,27,27,Washington,26,10989247,18259773,23066418,9915850,53140619,-8031253,10551509,23251913,86295116,63056469,18124746450,47675456389,45894440162,53140618661,1847870183,7054196,91836714507,10550849899,24484787018,3.61E+11,1.11,1.84,2.33,1.04,261.95,0.03,0.62,7533.19,0.05,0.13,0.13,0.25,0.03,27,0.00070552,0.001175429,0.004095752,-0.008512407,0.062847106,0.002220985,0.006329618,0.018358519,0.001404168,-0.037363885,0.013173388,0.009971376,-0.03116306,-0.001201115,0.01055945,0.001352302,-0.002203884,-0.000115297,-0.000263499,-0.0023333,-0.000441714,-0.000863174,0.00604206,-0.005433123,-0.00042662,-0.000301719,-0.000730133,0.000753927,0.00010657,0.001328247,-0.001451609,0.001536792,27,23,12,8,1,15,9,4,19,2,5,7,3,22,6,20,16,32,31,14,28,24,10,11,29,30,26,25,33,21,18,17
447,2014,42,42,West Virginia,32,4907196,5860147,6600383,3271895,4406354,23883,2211556,11154727,18832400,7678248,5119700811,12250456389,12004900609,4406353955,245555781,1848514,22004171964,2710266734,2100349899,67084567951,1.5,1.79,2.02,1.02,132.84,0.12,0.23,2383.73,0.08,0.18,0.18,0.33,0.04,42,-0.000193928,-0.000656064,-0.002980595,0.001593173,-0.021933346,0.007456797,-0.001323673,-0.009959963,-0.000376474,0.012478815,-0.004295567,-0.003372798,0.010608233,0.001649311,-0.003260747,0.000519125,-0.002155769,-0.000551334,-0.001289119,0.001469862,-0.003732468,0.004569601,-0.002063862,0.000785573,0.000551842,0.000274244,-0.002006973,0.002437469,-0.004619742,0.000661015,0.001830628,-0.003294414,32,26,13,20,1,5,22,4,30,2,8,10,3,19,12,29,15,28,23,21,9,7,16,24,27,31,17,14,6,25,18,11
448,2014,31,31,Wisconsin,43,6562608,13139694,13555371,8219154,14500054,-8180899,5825154,19678271,42078824,22719208,23300000000,36065821501,33901217039,14500053753,2185192698,5758377,42931505104,905521298,13843590264,2.59E+11,0.8,1.6,1.65,1.06,379.48,-0.06,0.34,2518.08,0.09,0.14,0.13,0.17,0,31,-0.002005046,0.002492827,0.001134602,0.00024027,-0.016493035,-0.000884773,-0.00408448,0.01656011,-0.000456629,0.005009212,-0.004603145,-0.001747761,0.003605933,-0.001968756,-0.005982926,-0.000667286,-0.002087275,-0.001577527,-0.001900201,-0.002749232,-0.002747529,-0.001910449,-0.001906009,0.002885089,-0.000260358,0.001590511,-0.000263805,-0.000848099,-0.00175006,-0.002573333,0.008835869,-0.001270609,16,13,26,33,2,27,7,1,30,5,6,22,8,17,4,29,15,24,20,10,11,18,19,9,32,23,31,28,21,12,3,25
449,2014,5,5,Wyoming,3,22403938,24045106,24757221,4649813,1697361,5562155,12583464,19023158,25664192,6347174,2960064410,6589654522,4442179549,1697360589,2147474974,583642,11781555628,247188256,29432208,33188222110,4.82,5.17,5.32,1.48,3679.44,0.71,0.07,2908.22,0.09,0.2,0.13,0.35,0.01,5,0.003858652,0.002303724,-0.002227577,0.002995034,-0.02832743,0.005999021,-0.007247692,-0.009084514,-0.000338133,0.013188496,0.012856144,-0.003933111,0.010232381,0.000556781,-0.003030419,-0.000976317,-0.002324252,-0.002964609,0.000249006,0.000394332,0.005017674,-0.000472568,-0.004083815,0.002985037,0.000307346,0.006107461,-0.002400777,0.00084685,-0.000175011,0.000488291,0.010488688,-0.00173955,14,21,22,16,1,9,7,6,30,2,3,13,5,26,15,24,20,18,32,29,10,28,12,17,31,8,19,25,33,27,4,23
450,2015,18,18,Alabama,31,7861373,9082501,10579068,2309228,10133967,-8038272,7705577,21180455,33470319,12443194,8629844130,22004204453,21713534413,10133966599,290674089,4853875,72017065933,9218211411,5459961538,1.87E+11,3.4,3.93,4.58,1.01,59.88,-0.01,0.3,2087.81,0.05,0.12,0.12,0.39,0.05,18,-0.000556066,-0.001310877,5.77E-05,0.002141083,-0.013899205,0.001478629,-0.000677898,-0.001568333,0.001591167,0.004255161,-0.001185254,-0.00459608,0.003857488,-0.003670278,-0.003218407,0.001783827,0.001747134,-0.002440718,-0.004066423,0.00188557,0.0048673,0.001310713,-0.0017632,0.00174013,0.001499121,-0.003457321,5.21E-05,-0.000575517,0.001745246,-0.00100199,0.000159297,0.001800456,30,24,32,12,1,23,28,21,20,4,26,3,6,7,9,15,17,11,5,13,2,25,16,19,22,8,33,29,18,27,31,14
451,2015,11,11,Alaska,1,71831567,73115180,74833441,3285768,8199640,18883077,47957880,74432790,83724289,11485408,519571862,8678137652,11284480769,8199639676,-4285939271,737709,30445273115,10932708891,1897389676,41964317814,21.86,22.25,22.78,0.77,-5809.8,0.8,0.1,11115.01,0.01,0.21,0.27,0.73,0.26,11,0.005051539,-0.001327639,-0.000388555,0.00054652,-0.013240289,0.005661338,-0.003207314,-0.009094989,0.002466538,-0.042783736,0.011562319,0.000480467,0.00685182,0.003242537,-0.006620599,0.001053366,0.003827529,0.001774201,0.001541072,0.00230822,0.006775672,-0.000500771,0.000994561,-0.007665531,0.002427109,-0.003517139,-0.001968085,0.000441751,-0.000271382,0.000196617,-0.006924834,0.011362515,12,24,31,27,2,11,17,5,18,1,3,29,8,16,10,25,14,22,23,20,9,28,26,6,19,15,21,30,32,33,7,4
452,2015,30,30,Arizona,24,4688590,6153564,7607716,5352735,15669256,-5614972,8163871,23249646,44112270,21021991,13571630567,34499962551,32809945344,15669256073,1695826923,6817565,86628142047,118048285,10127919028,2.71E+11,0.88,1.15,1.42,1.05,248.74,0.06,0.36,2298.37,0.05,0.13,0.12,0.32,0,30,-0.001166468,0.004509166,-0.000816066,0.001468122,-0.013433716,-7.33E-05,0.008731967,-0.002329992,0.001208313,-0.036828092,-0.003777323,-0.000787305,0.005257364,0.001388279,-0.000254779,-0.001979529,-0.003870654,-0.000167823,0.001166103,0.001692554,-0.005443285,0.000778683,0.000342545,0.001544353,-0.001294346,0.001389631,-0.003639289,7.51E-05,6.52E-05,0.000158621,0.001158194,-0.000362894,19,6,22,14,2,32,3,10,18,1,8,23,5,16,28,11,7,29,20,12,4,24,27,13,17,15,9,31,33,30,21,26
453,2015,27,27,Arkansas,21,5519557,6813841,7157856,1800084,8356302,-296566,2709342,14977343,25257041,10156386,7715934211,21232081984,20365381579,8356301619,866700405,2977853,39178170279,2043134615,4148399798,1.15E+11,3.07,3.79,3.98,1.04,291.05,0.1,0.33,2806.15,0.07,0.18,0.18,0.34,0.02,27,0.000575762,0.000474315,-0.001163667,0.002570973,-0.013433841,0.005494393,0.000190001,-0.006067404,-0.000964572,0.012859902,-0.004280482,-0.002516676,0.011941442,0.001377929,-0.003918399,0.000696849,-0.002380668,-0.00125001,0.002083597,0.002634549,0.003998747,0.004487505,-0.002935485,0.002420937,0.002289647,-0.00138915,-0.000301043,-0.000516905,0.001219216,0.002639952,0.000362439,-0.003614007,28,30,25,15,1,5,33,4,26,2,7,16,3,22,9,27,18,23,20,14,8,6,12,17,19,21,32,29,24,13,31,10
454,2015,42,42,California,49,38670281,57923421,79976229,51853659,217012331,-177232575,31548022,-41460966,234301594,268865990,1.4E+11,2.79E+11,2.63E+11,2.17E+11,15985359312,38993940,9.37E+11,1.04E+11,1.16E+11,2.13E+12,0.75,1.12,1.54,1.06,409.94,-0.62,0.93,5565.28,0.07,0.13,0.12,0.44,0.05,42,0.003741042,0.002685463,0.004439472,-0.00689011,0.064875753,-0.010590695,0.006592637,0.015748904,0.000740346,-0.041605105,0.011934243,0.00926127,-0.028887031,-0.001553041,0.008685758,-0.001719886,0.003043031,0.002472253,-0.00214327,-0.000897661,-0.001163045,0.001943452,0.006583141,-0.00446357,-0.003158138,-8.35E-05,-0.000417239,0.002629043,-0.001338753,0.000550894,0.010861487,-0.001164495,15,18,14,10,1,7,11,4,30,2,5,8,3,25,9,24,17,20,22,29,28,23,12,13,16,33,32,19,26,31,6,27
455,2015,23,23,Colorado,20,5596912,7900819,9056158,4493255,16807501,-4840418,5065099,15480387,36159899,21300756,11488192308,30362566802,29561770243,16807501012,801202429,5448819,95095394695,1852188358,6507845142,2.81E+11,1.25,1.76,2.02,1.03,147.04,0.01,0.46,3084.61,0.04,0.11,0.11,0.34,0.01,23,-0.00055308,0.002483735,-0.004150705,-5.19E-06,-0.01400942,-0.001865155,-0.001666626,-0.004429187,0.001515578,0.004097276,-0.003201871,-0.003307141,0.005510699,0.000151532,0.000374859,0.002680352,-0.004057437,0.000246273,0.002012067,-0.001639736,-0.001760146,-0.002804316,0.009357862,-0.001461595,0.000545198,-0.00240721,-0.001964692,-0.00342744,0.002624078,0.001919969,-0.001238424,0.002317106,28,14,5,33,1,20,22,4,24,6,10,9,3,32,30,12,7,31,17,23,21,11,2,25,29,15,18,8,13,19,26,16
456,2015,40,40,Connecticut,46,2223509,5258430,5589299,5039418,57931162,-47340014,3076269,-35755173,26166099,62970580,15897839069,29829959514,26980324899,57931161943,2849492915,3584730,95896344516,21592047571,22676618421,2.5E+11,0.44,1.04,1.11,1.11,794.9,-1.69,2.21,16160.54,0.06,0.12,0.11,0.38,0.09,40,-0.000359126,0.003379542,-0.004210484,-0.006387705,0.065479952,0.001180701,-0.003298934,0.014733344,0.001508726,0.0125156,-0.005435295,-0.003384055,-0.032101095,-0.002780514,-0.00191499,-0.000611056,0.003832897,0.00138818,-0.003525615,-0.00247505,-0.004400628,0.003446248,0.004681932,-0.005311458,-0.003499001,0.004416993,0.001508931,0.002015558,0.000467813,-0.001147386,0.009878395,0.000312931,32,18,12,6,1,28,19,3,26,4,7,17,2,20,24,30,13,27,14,21,11,16,9,8,15,10,25,22,31,29,5,33
457,2015,41,41,Delaware,30,1757781,2534265,2568860,1145852,6338472,-2548638,970175,3695227,11568714,7484324,4259485830,8425975709,8370410931,6338471660,55564777,944076,10184577737,6081983806,3095460526,45605224696,1.53,2.21,2.24,1.01,58.86,-0.14,0.55,6713.94,0.09,0.18,0.18,0.22,0.13,41,0.00119507,0.000737182,-0.001133004,0.004384225,-0.022427491,0.008417211,-0.003013075,-0.006903508,-0.00073814,0.019847289,-0.008381677,-0.004727474,0.010335961,-0.000108522,-0.006937135,-0.001503095,0.005026103,-0.002980546,-0.00183893,0.00231921,0.000505624,0.001551326,0.004866306,-0.005074219,-0.002432795,0.000956216,-0.004172002,-0.000223012,0.001074906,0.002044741,-0.002466917,-0.00605017,25,30,26,13,1,4,16,7,29,2,5,12,3,33,6,24,10,17,22,20,31,23,11,9,19,28,14,32,27,21,18,8
458,2015,5,5,Florida ,6,46396560,56613765,57661860,10612555,42318396,-11616071,25613790,86346526,140180540,52930950,36661344130,84646761134,78820435223,42318395749,5716776316,20244914,2E+11,19330707465,24855263158,9.12E+11,4.37,5.33,5.43,1.07,282.38,0.1,0.3,2090.32,0.04,0.09,0.09,0.22,0.02,5,0.002773577,0.001360219,0.002510211,-0.00525037,0.061310093,-0.014366753,0.007567019,0.013335218,-0.000759363,-0.041770867,0.013305585,0.008663009,-0.031050254,0.003135983,0.012126421,0.000455768,0.001968677,0.001180354,-0.00301893,0.001247893,0.002706363,-0.002632403,0.00053733,0.002309255,0.000803536,0.005265744,0.001924588,0.000469914,0.00134594,-0.003341996,-0.000217268,0.003850605,17,24,20,12,1,4,9,5,29,2,6,8,3,15,7,32,22,27,16,26,18,19,30,21,28,11,23,31,25,14,33,13
459,2015,20,20,Georgia,27,10298819,15841304,16361055,6866491,21621150,-7987066,5278090,18471661,48161707,28487641,19404386640,48883784413,46720016194,21621149798,2163768219,10199398,1.16E+11,16517934726,14267190283,4.17E+11,1.5,2.31,2.38,1.05,212.15,-0.06,0.45,2119.85,0.05,0.12,0.11,0.28,0.04,20,0.003618433,0.00101494,-0.00099084,-0.006144431,0.062705814,-0.012656942,0.008327643,0.012967565,0.002247325,-0.038477361,0.012836319,0.008811063,-0.030141675,-0.000169859,0.010352534,-0.00084604,0.004028807,0.001674108,-0.002178012,-0.000155971,-0.000889615,-0.001115599,-0.00202139,0.002029401,0.000125238,0.00083431,-0.001689331,-3.68E-05,0.00033149,0.001422657,-0.000918078,-0.000727828,13,22,23,10,1,6,9,4,14,2,5,8,3,30,7,26,12,19,15,31,25,21,17,16,32,27,18,33,29,20,24,28
460,2015,43,43,Hawaii,25,4515728,6018844,6365717,2428304,16352893,-6462230,2705734,899640,19543130,18781196,6209329960,10933464575,10687277328,16352892713,246187247,1425157,33787288685,9176038462,8210882591,69968725709,1.86,2.48,2.62,1.02,172.74,-0.19,0.84,11474.45,0.09,0.16,0.15,0.48,0.13,43,-0.001731557,0.000898096,0.000812538,0.000310825,-0.012088348,0.007249133,-0.006015828,-0.005421758,-0.000771816,0.012484161,-0.004547966,-0.005278743,0.006420394,-0.00241581,-0.002722045,-0.00010312,-0.000882333,-0.002651857,0.002130016,-0.001113172,-0.001430088,-0.001259731,0.005434177,-0.004722325,-0.000204387,-0.000793013,-0.000650965,0.003773191,0.000632875,0.001033167,-0.000692094,-0.004497593,18,23,25,31,2,3,5,7,27,1,10,8,4,15,13,33,24,14,16,21,19,20,6,9,32,26,29,12,30,22,28,11
461,2015,9,9,Idaho,10,4648607,5915551,6628136,1544384,1533285,1200996,4157355,11852580,15073584,3077669,3639174089,8944222672,8161504049,1533285425,782718623,1652828,15665236502,117390688,1346060729,64307091093,3.01,3.83,4.29,1.1,473.56,0.36,0.1,927.67,0.06,0.14,0.13,0.24,0,9,-0.001965667,0.000793856,-0.00389845,0.001636728,-0.027452549,0.004547896,-0.005361404,-0.004418058,0.001240539,0.01936325,-0.005852591,-0.005145125,0.013641268,0.00191482,-0.006114356,0.000961449,-0.000367938,-0.000308558,0.001717036,0.002704117,0.002724204,0.001517459,-0.002840768,0.001373161,-0.000459311,0.003983737,-0.000874458,-0.000664026,0.001819515,-0.000512424,0.012212536,-6.05E-05,16,27,12,20,1,9,7,10,23,2,6,8,3,17,5,24,31,32,19,15,14,21,13,22,30,11,25,28,18,29,4,33
462,2015,50,50,Illinois,50,10080695,18819274,24881998,21913029,155075157,-146609819,8786818,-122452249,49772764,176988186,38840103239,72342105263,75739524291,1.55E+11,-359991903,12839047,3.49E+11,52528968623,32932276316,6.55E+11,0.46,0.86,1.14,0.96,-28.04,-2.77,3.12,12078.4,0.06,0.11,0.12,0.53,0.08,50,0.003190742,-0.001925748,0.003217952,-0.005688077,0.06224771,-0.011974715,0.007772529,0.016065098,0.001403932,-0.038463621,0.014654827,0.011506474,-0.030398742,-0.0004266,0.01036606,0.001105742,0.002807559,0.002550149,-0.001109544,-0.002355492,-0.001847757,-0.002680207,0.006131273,-0.003335677,-0.002294054,-0.002669153,-4.30E-05,0.001755569,-0.002220945,-6.09E-05,-0.001281625,-0.000602703,15,23,14,11,1,6,9,4,26,2,5,7,3,31,8,29,16,19,28,20,24,17,10,13,21,18,33,25,22,32,27,30
463,2015,17,17,Indiana,37,6840118,9903982,11908473,4040212,13052396,-4102936,1010720,11397734,27874422,17092607,16277533401,32100000000,30189544534,13052395749,1910556680,6612768,54319789100,334788462,1070759109,2.81E+11,1.69,2.45,2.95,1.06,288.92,-0.11,0.47,1973.82,0.06,0.11,0.11,0.19,0,17,0.002417131,0.002485412,0.000389411,0.001011449,-0.010791807,0.002582631,-0.00300984,-0.006311245,-0.001012498,0.013704595,-0.00147193,-9.80E-05,0.005837712,-0.004389146,-0.00086925,-0.000664101,0.002244591,0.002037397,-0.001285978,-0.00254457,-0.001081887,-0.002493906,0.007426919,-0.000642395,-0.003620752,-0.000308837,0.002122565,-0.000134311,-0.001291711,-0.000525748,-0.000818115,-0.000634733,13,12,30,23,2,9,8,4,22,1,17,33,5,6,24,26,14,16,19,10,20,11,3,27,7,31,15,32,18,29,25,28
464,2015,29,29,Iowa,14,4053989,6700504,6980905,2866810,5034238,1362563,2600907,15689561,23738675,7901048,8341801619,21223178138,20657941296,5034237854,565287449,3121997,44226539333,651113360,3723723684,1.45E+11,1.41,2.34,2.44,1.03,181.07,0.17,0.21,1612.51,0.06,0.15,0.14,0.3,0,29,-0.002976449,-0.001245766,-0.002476506,0.000843578,-0.021611483,0.005578358,-0.003438096,-0.00471461,0.000340867,0.011551399,-0.006597412,-0.004231075,0.012498974,0.000409262,-0.004196326,0.000221827,3.60E-07,-0.00380742,0.002400145,-0.001230907,-0.003922915,0.002368871,-0.00216898,0.002480614,-0.000652807,-0.002206168,0.003677949,0.001002412,0.001614917,0.000193027,-0.000157833,-3.79E-05,13,22,15,25,1,5,12,6,28,3,4,7,2,27,8,29,33,10,16,23,9,17,19,14,26,18,11,24,20,30,31,32
465,2015,22,22,Kansas,28,1819006,3464314,3503147,1868484,5894627,-2073000,2158062,9867134,17749364,7763110,7421434211,13810282389,14033464575,5894626518,-223182186,2906721,39150670208,216535425,6270665992,1.39E+11,0.97,1.85,1.87,0.98,-76.78,0,0.33,2027.93,0.05,0.1,0.1,0.28,0,22,-0.002792668,0.00149414,0.003021408,0.003974271,-0.024858173,0.004381913,-0.001437651,-0.005435227,-0.003877687,0.020549728,-0.005299702,-0.003663182,0.013035776,-0.001335266,-0.003914281,0.003612441,-0.001377315,-0.002702258,0.000426914,-0.000843834,-0.002215189,-0.003257586,-0.001696606,0.002575061,0.000863181,-0.004747041,0.001415351,0.002616776,-0.000505023,-0.000912174,-0.008965068,-0.000392565,16,22,15,9,1,8,23,5,11,2,6,12,3,26,10,13,25,17,32,30,20,14,21,19,29,7,24,18,31,28,4,33
466,2015,47,47,Kentucky,45,2625137,5510855,6444764,4239279,40321866,-37265454,1211395,-14199664,31138810,44561146,11520507085,26296401822,25749361336,40321866397,547040486,4424611,92635672222,6003515916,7799868421,1.73E+11,0.62,1.3,1.52,1.02,123.64,-1.16,1.29,9113.09,0.07,0.15,0.15,0.54,0.03,47,-0.001041138,-3.90E-05,-0.002429483,-0.008251692,0.060592488,0.00333585,-0.002099913,-0.004582808,-0.00024102,0.014139021,-0.003674852,0.00022773,-0.0285915,0.000622945,-0.000200496,0.0011805,-0.0014818,0.000304264,-0.002508171,-0.00033375,-0.001385473,-0.001478365,0.006713659,-0.005955821,-0.003673115,-0.000928877,0.000130911,0.003249981,-0.001241806,0.000395425,-0.000424737,-0.001845948,21,33,13,4,1,10,14,7,29,3,8,30,2,24,31,20,16,28,12,27,18,17,5,6,9,23,32,11,19,26,25,15
467,2015,37,37,Louisiana,36,8287895,11174568,14349652,5787193,19159827,-12052648,6015122,5896145,30511157,24947020,8520971660,25289691296,26853843117,19159826923,-1564152,4668960,84776839431,7696204453,12756514170,2.03E+11,1.43,1.93,2.48,0.94,-0.34,-0.2,0.63,4103.66,0.04,0.12,0.13,0.42,0.04,37,-0.001354349,0.000438111,-0.003981952,-0.006512717,0.063145893,-0.001493346,-0.001191868,-0.00258904,-0.002576011,0.012858973,-0.002946867,-0.002049192,0.004108189,-0.001538616,-0.005530938,-0.001948739,-0.000465748,-0.00091451,-0.001277295,4.36E-05,-0.001295932,0.000364612,0.005623913,-0.007644907,-0.000745629,-0.004866413,-0.000650773,0.002226124,0.000873587,-0.000358149,-0.000310407,0.001397456,20,29,9,4,1,18,23,11,12,2,10,14,8,17,6,15,28,24,22,33,21,30,5,3,26,7,27,13,25,31,32,19
468,2015,34,34,Maine,39,668059,1396996,2120638,1086555,3421158,-2296246,589358,1739467,6574456,4507713,3839562753,7994195344,7528679150,3421157895,494715587,1329453,16797457708,1874313765,1222908907,57584820850,0.61,1.29,1.95,1.06,372.12,-0.26,0.52,2573.36,0.07,0.14,0.13,0.29,0.03,34,-0.003257728,-0.000697751,-0.001847636,0.003794053,-0.021663344,0.006643008,-0.002795418,-0.008011357,-0.000755715,0.018789882,-0.006375222,-0.006195916,0.013117775,-0.001201019,-0.006289909,-0.000371108,-0.001425698,-0.001619385,0.000235937,-0.002238304,-0.000916555,-0.001224533,0.005252874,-0.000910147,-0.001242549,-0.000783538,0.001399071,0.002245974,0.001604993,-0.000740966,0.010651289,-0.001117499,12,31,16,11,1,6,13,5,29,2,7,9,3,24,8,32,20,17,33,15,26,23,10,27,22,28,21,14,18,30,4,25
469,2015,33,33,Maryland,43,3729491,8432059,9315679,5991203,39849277,-23513107,2241609,-3246367,42260587,45840481,18942602227,38467611336,37930268219,39849277328,536339069,5994983,89481423361,9203389676,17762935223,3.41E+11,0.62,1.41,1.55,1.01,89.46,-0.5,0.94,6647.1,0.06,0.11,0.11,0.26,0.03,33,-0.00236321,0.000218855,-0.0015271,-0.005758068,0.064237035,0.001013066,-0.000506592,0.014968622,0.003234349,-0.038973074,-0.002248486,-0.000348721,-0.030990498,0.000776357,-0.002510896,-0.001895894,-0.000306829,0.000811339,0.000262216,0.001258043,-0.002719805,0.000116967,0.006431288,-0.006683564,-0.001134081,-0.000231883,-0.001108804,-0.000139929,-0.00120944,0.000907327,-0.002358231,-0.00072396,11,31,15,7,1,20,25,4,8,2,13,27,3,23,10,14,28,22,29,16,9,33,6,5,18,30,19,32,17,21,12,24
470,2015,48,48,Massachusetts,47,4468404,10907813,10980995,9892842,68218039,-55814452,3118776,-50163113,28562620,78110882,25516018219,55840167004,58037081984,68218039474,-2196914980,6784240,1.17E+11,16085829960,28777559717,4.31E+11,0.45,1.1,1.11,0.96,-323.83,-1.84,2.39,10055.37,0.06,0.13,0.13,0.27,0.04,48,0.000608413,-0.000862761,0.002888159,-0.005863948,0.067871215,-0.011965529,0.000898581,0.017064249,-0.001790264,0.01305401,-0.000601716,0.009980106,-0.029378016,-0.003068428,0.009741825,0.000140587,0.004235492,0.002145856,-0.004595634,-0.003055248,-0.00133957,0.001293234,0.00797609,-0.002208128,-0.00162011,-0.002310408,-0.000564368,-0.000535442,-0.001252389,-0.000594935,-0.007387859,-0.001715675,28,27,15,10,1,5,26,3,20,4,29,6,2,13,7,33,12,19,11,14,23,24,8,18,22,17,31,32,25,30,9,21
471,2015,32,32,Michigan,38,6730755,11363728,15200564,6654560,17981097,-10074798,6717889,17473482,41729415,24635658,27605849190,57303744939,55938427126,17981097166,1383828947,9917715,1.49E+11,18211437247,7185222672,4.3E+11,1.01,1.71,2.28,1.02,139.53,-0.08,0.43,1813.03,0.06,0.13,0.13,0.35,0.04,32,0.001127943,0.004151221,-0.0009964,-0.005941066,0.062793709,-0.012076695,0.007519133,-0.003716404,0.005388942,0.005292539,-0.000389979,0.010260929,0.007622192,-0.000985811,0.010540693,0.000774172,0.000210837,0.000751269,-0.002195811,-0.000740024,-0.002082508,0.000287912,-0.003686968,0.002671227,-0.000933876,-0.002232866,0.000629871,-0.00053229,-0.001041189,-0.000469156,-0.000874194,0.00225409,18,10,20,7,1,2,6,11,8,9,30,4,5,21,3,24,32,25,16,26,17,31,12,13,22,15,27,28,19,29,23,14
472,2015,28,28,Minnesota,33,13756294,18257944,18388880,6731400,12963899,-5691144,7474488,15033328,36945460,19695299,23711597166,39498178138,37471645749,12963898785,2026532389,5482435,1.02E+11,674734818,9216842105,2.83E+11,2.04,2.71,2.73,1.05,369.64,0.05,0.35,2364.62,0.08,0.14,0.13,0.36,0,28,0.002111582,0.002343575,-0.000977371,0.000571376,-0.012250475,0.002136959,-0.001842339,-0.006997625,0.004171667,0.005595434,0.012295774,-0.001831206,0.007086405,-0.001242334,-0.001028365,-0.001032636,-0.002030572,0.002394339,-0.000614526,0.002156682,-0.00040505,0.000926449,-0.002258128,0.00276935,0.000185065,-0.003674804,0.000125197,-0.000278397,-0.001252344,-0.000735406,0.011888109,-0.002986452,17,13,25,29,2,16,19,5,7,6,1,20,4,22,24,23,18,12,28,15,30,26,14,11,32,8,33,31,21,27,3,9
473,2015,38,38,Mississippi,34,4825942,5531288,6143472,2195114,8479884,-5895072,4571525,13143779,23807931,10674998,7020241903,17293074899,16885147773,8479883603,407927126,2989390,61887666244,741019231,5595619433,1.05E+11,2.2,2.52,2.8,1.02,136.46,-0.06,0.36,2836.66,0.07,0.16,0.16,0.59,0.01,38,-0.002533046,-0.001369723,-0.000555633,-0.000127313,-0.015206122,0.006576078,-0.003491329,-0.007337449,-0.000953332,0.014476996,-0.004035526,-0.002133909,0.012074223,0.001116587,-0.005379635,-0.001649858,-0.002297224,-0.003488976,-0.002182293,0.000533412,-0.001041367,0.002160725,-0.003363202,-0.000540895,-0.001532151,0.000121056,-0.001667108,0.003818795,-0.000417993,-0.000585451,-0.002283483,-0.001792194,12,23,28,32,1,5,9,4,26,2,7,17,3,24,6,21,13,10,15,30,25,16,11,29,22,33,20,8,31,27,14,18
