,1-qid,two_realRank,two_realRank2,State,CordAscent,C_CE_I,C_CE_I_R,Total_Current_Assets,Current_Liabilities,NonCurrent_Liabilities,Unrestricted_Net_Assets,Restricted_Net_Assets,Total_Net_Assets,Total_Assets,Total_Liabilities,Total_Taxes,Total_Revenue_,Total_Expenses,NonCurrent_Liability,Change_in_Net_Assets,Population,UAAL_pension_(risk-free),UAAL_OPEB,Primary_gov_debt,Personal_income,cash_ratio,quick_ratio,current_ratio,op_ratio,surplus_percap,net_asst_ratio,long_term_liab,lt_percapita,tax_income_ratio,rev_income_ratio,exp_income_ratio,pension_income_ratio,opeb_income_ratio,overallrank,C_CE_I_R_contribution,Change_in_Net_Assets_contribution,Current_Liabilities_contribution,NonCurrent_Liability_contribution,NonCurrent_Liabilities_contribution,Personal_income_contribution,Population_contribution,Primary_gov_debt_contribution,Restricted_Net_Assets_contribution,Total_Assets_contribution,Total_Current_Assets_contribution,Total_Expenses_contribution,Total_Liabilities_contribution,Total_Net_Assets_contribution,Total_Revenue__contribution,Total_Taxes_contribution,UAAL_OPEB_contribution,UAAL_pension_(risk-free)_contribution,Unrestricted_Net_Assets_contribution,cash_ratio_contribution,current_ratio_contribution,exp_income_ratio_contribution,long_term_liab_contribution,lt_percapita_contribution,net_asst_ratio_contribution,op_ratio_contribution,opeb_income_ratio_contribution,pension_income_ratio_contribution,quick_ratio_contribution,rev_income_ratio_contribution,surplus_percap_contribution,tax_income_ratio_contribution,C_CE_I_R_feature_rank,Change_in_Net_Assets_feature_rank,Current_Liabilities_feature_rank,NonCurrent_Liability_feature_rank,NonCurrent_Liabilities_feature_rank,Personal_income_feature_rank,Population_feature_rank,Primary_gov_debt_feature_rank,Restricted_Net_Assets_feature_rank,Total_Assets_feature_rank,Total_Current_Assets_feature_rank,Total_Expenses_feature_rank,Total_Liabilities_feature_rank,Total_Net_Assets_feature_rank,Total_Revenue__feature_rank,Total_Taxes_feature_rank,UAAL_OPEB_feature_rank,UAAL_pension_(risk-free)_feature_rank,Unrestricted_Net_Assets_feature_rank,cash_ratio_feature_rank,current_ratio_feature_rank,exp_income_ratio_feature_rank,long_term_liab_feature_rank,lt_percapita_feature_rank,net_asst_ratio_feature_rank,op_ratio_feature_rank,opeb_income_ratio_feature_rank,pension_income_ratio_feature_rank,quick_ratio_feature_rank,rev_income_ratio_feature_rank,surplus_percap_feature_rank,tax_income_ratio_feature_rank
131,2008,38,38,New York,46,20791527,46924192,48278707,28657748,63385730,-24546265,1774805,47633222,145250836,92043478,70301003344,1.45E+11,1.46E+11,63385730212,-1705685619,19212436,1.54E+11,63404710145,56367892977,1.03E+12,0.73,1.64,1.68,0.99,-88.78,-0.16,0.44,3299.2,0.07,0.14,0.14,0.15,0.06,38,0.003263728,-0.000433059,0.004516906,-0.007173386,0.064257506,-0.012920767,0.008529983,0.015635684,-0.001852317,-0.040210461,0.012048632,0.009383873,-0.031865034,0.001180363,0.010806826,-0.000808055,0.00536486,0.003178266,-0.002163495,-6.30E-05,-0.002638608,0.000888942,-0.002321918,-0.00079254,0.00160655,-0.002444522,-0.000334083,-0.001523579,-0.000101533,-0.002308266,-0.007100177,-0.000200871,14,29,13,10,1,5,9,4,22,2,6,8,3,25,7,27,12,15,21,33,17,26,19,28,23,18,30,24,32,20,11,31
132,2008,29,29,North Carolina,29,7190775,12120120,18122596,11394240,8966361,-1949280,2956381,35526961,55887562,20360601,24068147157,44240497213,43868956522,8966361204,375881828,9309449,43403319214,31194090301,7893083612,3.92E+11,0.63,1.06,1.59,1.01,40.38,0.02,0.16,963.15,0.06,0.11,0.11,0.11,0.08,29,-0.001009417,-0.001824469,0.004890812,0.002610218,-0.011248455,-0.012914475,0.004960833,-0.005849011,0.001135425,-0.040554273,0.012462808,0.010975575,0.004771503,0.00283526,0.010397353,-9.15E-05,0.001983126,-0.00074894,0.000149404,-0.000213705,0.000895834,-0.003425134,-0.003954185,0.001993823,0.002041335,-0.003330874,0.001149876,-0.003415199,-0.002657989,0.001864651,-0.001019341,-0.002114471,28,23,9,17,4,2,8,7,26,1,3,5,10,15,6,33,21,30,32,31,29,12,11,20,19,14,25,13,16,22,27,18
133,2008,16,16,North Dakota,10,3871730,7365262,7494921,2420218,2486642,1920714,2342832,6434376,11274346,4906860,2012910814,5077827202,4489122631,2486641998,580537347,657569,3823034573,88405797,2012444816,30212503902,1.6,3.04,3.1,1.13,882.85,0.38,0.22,3781.57,0.07,0.17,0.15,0.13,0,16,0.000380194,5.97E-05,-0.002252136,0.004366358,-0.027379333,0.004909011,-0.004873678,-0.00602921,-0.002065178,0.019016099,-0.00237177,-0.007467683,0.014964705,0.003317482,-0.008316427,0.000642037,0.00183215,-0.00302376,0.002356256,0.001108306,-0.001419123,-0.005209994,-0.001051065,-0.006072059,-0.000280422,0.005012266,-0.000709237,-3.13E-06,0.000572727,-0.002233805,0.009793526,-0.005676991,30,32,19,14,1,12,13,8,21,2,17,6,3,15,5,28,23,16,18,25,24,10,26,7,31,11,27,33,29,20,4,9
134,2008,28,28,Ohio,5,30310384,44639162,48638251,13999007,38637448,-1579773,3481991,26446219,79082673,52636455,26605480491,57629240803,56440104794,38637448161,1189136009,11515391,1.95E+11,26810597547,18509827202,4.71E+11,2.17,3.19,3.47,1.02,103.26,0.02,0.49,3355.29,0.06,0.12,0.12,0.41,0.06,28,0.001731573,0.000837514,0.00149354,-0.007299096,0.064266485,-0.012240781,0.007683445,0.014967721,-0.001044617,-0.038608089,0.013927031,0.011019359,-0.030998176,0.002206484,0.015151325,0.002919117,0.002315577,0.000975033,0.000594437,0.001549609,0.003329791,0.001624749,0.005325927,-0.000292729,-0.000461856,-0.001544161,-0.000535858,0.002108688,-8.66E-05,-0.000551378,-0.002674281,-0.000541543,19,26,23,10,1,7,9,5,24,2,6,8,3,17,4,14,16,25,27,21,13,20,11,32,31,22,30,18,33,28,15,29
135,2008,12,12,Oklahoma,12,5773480,6809543,8761804,3707146,2277768,3765647,3977409,15679683,21664598,5984914,9120675585,17328639911,16528982163,2277768116,799657748,3668976,38453725910,401114827,2276562988,1.58E+11,1.56,1.84,2.36,1.05,217.95,0.36,0.11,620.82,0.06,0.11,0.1,0.24,0,12,-0.003007111,0.002333886,0.000762957,0.000732162,-0.029537247,0.001218138,-0.002274611,-0.006829845,0.002364559,0.010819184,-0.00224803,-0.002548207,0.008387315,0.001847746,-0.002202991,-0.001792012,-0.002939972,-0.000882956,0.001657824,0.001115161,-0.001011779,-0.001958377,-0.003281801,0.002186911,0.002235713,0.000796025,-0.001370151,-0.000669819,-0.003230309,0.000163279,0.000667953,0.000786175,7,11,28,29,1,22,12,4,10,2,13,9,3,18,15,19,8,25,20,23,24,17,5,16,14,26,21,30,6,33,31,27
136,2008,33,33,Oregon,14,7910860,9650970,13142252,5709462,11821890,1796798,4601907,16835823,34367174,17531351,9273244147,21358082497,21623522854,11821889632,-180490524,3768748,53456644078,723745819,10999088071,1.56E+11,1.39,1.69,2.3,0.99,-47.89,0.19,0.34,3136.82,0.06,0.14,0.14,0.34,0,33,0.001761455,-0.001435855,-0.000427666,0.000712897,-0.013312785,0.004036831,0.00034156,-0.000754334,0.002908587,0.006665902,-0.001861103,-0.003367703,0.004327749,0.002573927,-0.004894932,0.000799721,-0.000113266,0.001422308,0.000834132,0.001152996,0.002093588,0.00252218,-0.002171359,-0.001261794,0.002437415,-0.004265554,0.001710343,0.001250069,0.000968047,-9.24E-05,-0.008385343,-0.001324909,16,18,30,29,1,7,31,28,9,3,15,8,5,10,4,27,32,19,26,23,14,11,13,21,12,6,17,22,25,33,2,20
137,2008,23,23,Pennsylvania,7,19235052,23801697,26471863,14908525,13940215,-805643,8821029,32045247,60893988,28848740,29421404682,66824773690,65977832776,13940215162,846940914,12612285,1.01E+11,11100111483,9751052397,5.9E+11,1.29,1.6,1.78,1.01,67.15,0.13,0.23,1105.29,0.05,0.11,0.11,0.17,0.02,23,0.001077904,0.001349134,0.000261016,-6.79E-05,-0.013167514,-0.012234811,0.007653289,-0.004052864,0.000768043,-0.037549102,0.010320522,0.01031146,-0.027211426,-0.000104453,0.007488113,0.002271433,-0.000126727,0.003616776,0.000185998,-0.002232628,-0.000761371,-0.001888911,-0.00157928,0.004055376,0.003340179,-0.000785451,0.000403237,6.26E-05,0.000508638,0.001119241,-0.002151955,-0.000510907,21,19,28,32,3,4,7,10,23,1,5,6,2,31,8,14,30,11,29,15,24,17,18,9,12,22,27,33,26,20,16,25
138,2008,50,50,Rhode Island,42,857013,1375445,1767076,975378,3060239,-1598161,698457,1061474,5097090,4035616,3144603122,8951199554,9173229654,3060238573,-222030100,1055003,15355537377,882011737,3043767001,49370647715,0.88,1.41,1.81,0.98,-210.45,-0.18,0.6,2900.69,0.06,0.18,0.19,0.31,0.02,50,-0.001059052,-0.001571168,-0.002391165,0.002385581,-0.023985681,0.003651655,-0.004170649,-0.005670854,-0.003699035,0.01947676,-0.009068271,-0.004364716,0.014661945,-0.0010815,-0.002762291,0.00072272,-0.000837259,1.52E-05,0.000713254,0.000478363,-0.002014658,0.001643568,0.006033875,0.000432148,-0.00100874,-0.004268102,0.000598049,-0.002385614,-0.001686719,0.004218581,-0.007140441,-0.002378987,24,22,15,17,1,13,11,7,12,2,4,8,3,23,14,27,26,33,28,30,19,21,6,31,25,9,29,16,20,10,5,18
139,2008,43,43,South Carolina,16,5709023,7655055,11133275,6335829,9445638,551417,5555788,19845087,35626554,15781467,10496680045,25671158305,25828405797,9445637681,-157247492,4528996,44421046016,10042695652,9089906355,1.66E+11,0.9,1.21,1.76,0.99,-34.72,0.17,0.27,2085.59,0.06,0.15,0.16,0.27,0.06,43,-0.000682555,0.000408467,0.000903007,0.003369461,-0.013681424,0.005181611,-0.000603919,-0.001439594,-0.001797953,0.00743339,-0.002339911,-0.002177174,0.006160771,-0.000525348,-0.001459193,0.001372464,-0.001649928,0.000110936,0.00235032,-0.003344261,-0.0024266,0.002367364,-0.005315192,0.002890381,0.001893147,0.001622556,0.000432038,-0.002746624,-0.000368672,0.000331253,-0.002396966,-0.002605437,26,30,25,6,1,5,27,23,19,2,15,16,3,28,22,24,20,33,14,7,11,13,4,8,18,21,29,9,31,32,12,10
140,2008,3,3,South Dakota,31,1783572,2527315,2677595,539055,577913,212020,1467455,5086378,6203346,1116968,1336950948,3392518395,3326698997,577913043,65819398,799124,4272088473,0,552986622,36803556299,3.31,4.69,4.97,1.02,82.36,0.27,0.09,723.18,0.04,0.09,0.09,0.12,0,3,-9.33E-06,0.001055932,-0.003195962,0.000844091,-0.026080127,0.006877413,-0.002505525,-0.008365986,-0.001446588,0.019882702,-0.007115792,-0.007353201,0.01641492,-0.002396994,-0.005383198,-0.000478844,-0.001792174,-0.003629147,-0.00138335,0.002493146,0.001678599,-0.000948082,-0.003565404,0.003388696,0.000559867,-0.001715607,-0.001345719,-0.002603486,0.001430347,-0.001782145,-0.002578537,0.003283185,33,28,14,30,1,7,17,4,24,2,6,5,3,19,8,32,20,10,26,18,23,29,11,12,31,22,27,15,25,21,16,13
141,2008,6,6,Tennessee,19,6165484,9641192,9767942,2709864,1981691,3145145,2612526,30056670,34748225,4691555,12668804905,26408827202,25872697882,1981691193,536395764,6247411,22785801514,2674105909,1593564103,2.46E+11,2.28,3.56,3.6,1.02,85.86,0.17,0.06,317.2,0.05,0.11,0.11,0.09,0.01,6,0.000426244,-0.000392587,-0.002832559,0.004005222,-0.0263699,-0.001666272,-0.000438388,-0.007867999,-0.001262798,0.005896508,-0.001182536,-0.003080379,0.016396423,0.003763956,0.000668626,0.00409983,-0.003730677,-0.001408083,0.002388224,0.000582736,0.006479475,-0.003217649,-0.005755766,0.002395915,-0.000338688,0.000956628,-0.001829683,-0.002434264,0.000909371,-0.002463622,-0.000436748,0.001465387,31,32,13,8,1,19,29,3,22,5,23,12,2,9,27,7,10,21,17,28,4,11,6,16,33,24,18,15,25,14,30,20
142,2008,19,19,Texas,1,39991669,51302298,63050010,39462268,36320433,23400135,62699166,159223518,235006219,75782700,46175285396,1.11E+11,1.08E+11,36320432553,2339045708,24309039,1.58E+11,31980215162,33847268673,1.07E+12,1.01,1.3,1.6,1.02,96.22,0.37,0.15,1494.11,0.04,0.1,0.1,0.15,0.03,19,0.004162141,0.001427304,0.004046856,-0.006779373,0.062492649,-0.014140673,0.008950497,0.015141707,0.002546965,-0.037349367,0.014063565,0.010209194,-0.030465774,0.000915712,0.01260631,0.002077019,-0.000155707,0.000277186,0.000487987,0.000147503,0.000117501,-0.002518308,-0.006644353,0.001140101,0.002662544,-0.000215001,4.95E-05,-0.00107188,-0.000854962,0.001053675,-0.001674748,0.001609283,13,21,14,10,1,5,9,4,16,2,6,8,3,25,7,18,30,28,27,31,32,17,11,22,15,29,33,23,26,24,19,20
143,2008,5,5,Utah,15,4585612,9665359,9843186,1351435,4033004,2460686,4518823,18641932,24026371,5384439,6197560758,11292801561,10479179487,4033004459,813622074,2663029,19992406665,749052397,3966555184,1.01E+11,3.39,7.15,7.28,1.08,305.53,0.29,0.17,1514.44,0.06,0.11,0.1,0.2,0.01,5,-0.003665454,0.00293023,-0.001640154,-0.000330011,-0.024056457,0.006349344,-0.001715403,-0.004429034,-0.001113505,0.01539057,-0.003161448,-0.00387552,0.013126809,0.002635087,-0.002514912,0.002577119,-0.001503305,1.78E-06,0.001956687,0.001346021,0.007957167,0.00066684,-0.004122582,0.000112277,-0.00309375,0.006174217,0.001049811,-0.001433222,-0.000785102,-0.001667196,-0.003210961,0.000795697,10,14,21,30,1,5,19,7,25,2,12,9,3,15,17,16,22,33,18,24,4,29,8,32,13,6,26,23,28,20,11,27
144,2008,36,36,Vermont,41,670263,1092234,1105325,470875,855340,-121641,319200,1587182,2913397,1326215,2692084727,4791638796,4850167224,855340405,-58416945,624151,3658569891,1799978818,507083612,28421838350,1.42,2.32,2.35,0.99,-93.59,0.07,0.29,1370.41,0.09,0.17,0.17,0.13,0.06,36,-0.000567319,0.002383891,-0.000734516,0.002367622,-0.026928251,0.004070374,-0.002183322,-0.006893474,-0.000212237,0.02217091,-0.005901792,-0.005236538,0.01483376,0.000449392,-0.006974177,-0.000469534,0.000151278,-0.003112185,-0.000164355,0.001609656,-0.002065252,0.003523709,-0.000440975,0.003743283,0.001923958,-0.005291442,0.001758572,0.001056357,0.001124231,0.00354164,-0.010493597,-0.000553826,26,16,25,17,1,10,18,6,31,2,7,9,3,29,5,28,33,15,32,22,19,13,30,11,20,8,21,24,23,12,4,27
145,2008,14,14,Virginia,22,11884470,14896244,15164376,7204981,8686853,602475,2817784,20440715,36332548,15891834,19721570792,34223447046,33636319955,8686852843,587127090,7833496,53798466258,4108138239,9162971014,3.99E+11,1.65,2.07,2.1,1.02,74.95,0.09,0.24,1108.94,0.05,0.09,0.08,0.13,0.01,14,0.004365578,-0.001478914,0.003172556,0.00366949,-0.013486486,-0.012412284,0.007435489,-0.002041034,3.92E-08,0.007010326,-0.001669131,-0.000450812,0.004227198,0.002238532,-0.000683557,-0.000802623,-0.00268193,-0.001958752,-0.002383387,-0.001522737,-0.000685521,-0.001901546,-0.001846045,0.002337867,0.001502287,-0.000660388,-0.002593077,-0.001398004,-0.001453091,-0.003289234,0.002715495,-0.002554408,6,25,10,8,1,2,3,18,33,4,22,32,7,17,30,28,12,19,15,23,29,20,21,16,24,31,13,27,26,9,11,14
146,2008,32,32,Washington,28,16975630,23042308,27537196,12669592,42135012,-6317960,11070756,24317356,79121960,54804604,18962095875,41280936455,42448160535,42135012263,-1061315496,6562231,41472118458,8812275362,17079152731,3.28E+11,1.34,1.82,2.17,0.97,-161.73,0.06,0.53,6420.84,0.06,0.13,0.13,0.13,0.03,32,0.004741837,0.000620388,0.004249262,-0.008116025,0.064501253,0.000361359,-0.002645048,0.014810863,0.001952934,-0.038148567,0.01110135,0.007951633,-0.02943999,0.001743218,-0.000416135,-0.000291389,0.000306732,-0.000680422,-0.001231239,-0.001640295,-0.004016708,-0.002031306,0.00408981,-0.004524007,0.000617102,-0.003593476,0.000839999,-0.001564899,0.000462231,0.000297305,-0.009338884,-0.001181259,9,26,11,7,1,30,16,4,18,2,5,8,3,19,29,33,31,25,22,20,13,17,12,10,27,14,24,21,28,32,6,23
147,2008,31,31,West Virginia,34,4948550,6332084,6906968,1942264,6118664,81487,2230412,10386544,18447473,8060929,5250882943,12534249721,11265376812,6118664437,1148284281,1840310,14425832660,6809166109,2682920847,64159876254,2.55,3.26,3.56,1.11,623.96,0.13,0.33,3324.8,0.08,0.2,0.18,0.22,0.11,31,-0.000425419,0.002079032,-0.002958594,0.003956117,-0.020437385,0.008494291,-0.003556288,-0.00610339,-0.002056485,0.01993852,-0.004342604,-0.00221653,0.010407401,-0.000640861,-0.004450697,-0.000999858,-0.000796176,-0.002889978,0.002426959,0.002207002,0.004362591,0.003993689,-0.000689777,0.001774627,0.001491916,0.002815426,-0.002527998,-0.001706346,-0.000438959,0.000629878,0.011817515,0.003403981,33,21,14,11,1,5,12,6,22,2,9,19,4,30,7,26,28,15,18,20,8,10,29,23,25,16,17,24,32,31,3,13
148,2008,34,34,Wisconsin,44,11252192,17838877,18524178,8251603,13010368,-8945259,4984740,14254982,35516953,21261971,15844370123,32030211817,31938684504,13010367893,114938685,5640996,55774403396,1641888517,12290534,2.44E+11,1.36,2.16,2.24,1,20.38,-0.11,0.37,2306.4,0.06,0.13,0.13,0.23,0.01,34,0.001495122,0.002205512,0.002983508,0.000959999,-0.014451601,0.00051903,-0.001846827,-0.005682189,-0.000674405,0.007886683,0.011488331,0.000817844,0.007891628,-9.47E-05,-0.00339799,0.00057506,-0.002228286,-0.001523855,-0.001206324,0.002549343,-0.00536103,0.001251547,-0.002399165,-0.000274339,-0.002911934,-0.000288998,-0.000674207,-0.001629661,0.001006983,0.000685527,-4.59E-05,0.00240104,19,15,9,23,1,29,16,5,26,4,2,24,3,32,8,28,14,18,21,11,7,20,13,31,10,30,27,17,22,25,33,12
149,2008,26,26,Wyoming,4,3843377,1504955,6115947,6251818,987601,4257270,7827180,12611250,19850669,7239419,3511212244,5823222818,4535087343,987601058,1288135475,546043,6981779145,194159420,57236950,29548919732,0.61,0.24,0.98,1.28,2359.04,0.61,0.05,1808.65,0.12,0.2,0.15,0.24,0.01,26,-0.001381475,-0.000904414,0.000706274,0.001231851,-0.024560218,0.00451799,-0.001689533,-0.00656571,-0.000181015,0.012525758,-0.003894161,-0.007912424,0.012400617,0.000594715,-0.005930166,-0.001973605,-0.001028746,0.000691558,0.000234173,0.000252641,0.003155388,-0.000684258,-0.006337775,9.89E-05,0.001514595,0.005250391,0.000780969,-0.002250774,0.001606623,-0.001125144,0.008249412,-0.014526673,20,24,26,21,1,11,16,7,32,3,12,6,4,29,9,15,23,27,31,30,13,28,8,33,19,10,25,14,18,22,5,2
150,2009,5,5,Alabama,18,6214709,7292457,8413687,2310787,2503425,-324257,5079167,26057031,30871244,4814213,8189937360,21896841163,22225677852,2503425056,-328757271,4757938,48631625914,17113172380,1860438479,1.74E+11,2.69,3.16,3.64,0.99,-69.1,0.15,0.08,526.16,0.05,0.13,0.13,0.28,0.1,5,-0.000983097,-0.002233166,-0.00114118,0.002989444,-0.027854963,0.006322643,0.000693798,-0.005314808,2.06E-05,0.01419655,-0.007100042,-0.004789545,0.0154826,0.000356329,-0.004868054,-0.004088689,0.00086369,-0.000468898,0.002245115,0.003132614,0.003625944,-0.002070701,-0.002946795,0.006451352,-0.002389709,-0.001561603,-0.000282176,-0.000383831,0.000614739,-0.000559729,-0.008587315,0.003010281,23,19,22,15,1,7,26,8,33,3,5,10,2,31,9,11,24,29,18,13,12,20,16,6,17,21,32,30,27,28,4,14
151,2009,27,27,Alaska,2,52166690,52791336,55830406,5634219,2296007,16725721,34362739,57799411,65729636,7930226,4848672260,3529758389,10934838926,2296006711,-7254333333,698895,21238057071,13339531123,2231934004,36612732662,9.26,9.37,9.91,0.32,-10379.72,0.78,0.03,3285.2,0.13,0.1,0.3,0.58,0.36,27,0.000221235,0.0003271,-0.001741388,0.002093539,-0.029133923,0.0080722,-0.001681946,-0.007459755,0.001511297,-0.039207502,0.012075746,-0.0037872,0.008643804,-0.002435893,-0.006407665,0.000209048,-0.000743315,-0.001234993,0.00144023,-0.001571095,0.003388508,0.002160388,-0.004965132,0.003276354,0.0006838,-0.002141648,0.001514417,0.002846228,0.001484043,0.002043712,-0.00836901,-0.005492526,32,31,21,19,2,6,22,7,25,1,3,11,4,16,8,33,29,28,27,23,12,17,10,13,30,18,24,14,26,20,5,9
152,2009,31,31,Arizona,32,2591711,3825690,5054591,4705143,9739888,-2916913,5677845,21131600,35576631,14445031,12580659955,30104059284,33115838926,9739888143,-2996148770,6343154,51051497794,534162838,9077790828,2.39E+11,0.55,0.81,1.07,0.91,-472.34,0.08,0.27,1535.5,0.05,0.13,0.14,0.21,0,31,0.001929696,-0.001382144,0.000354507,0.001597474,-0.014261054,0.000617989,0.000632985,-0.005017499,-0.002089594,0.008142732,-0.004605641,-0.002727539,0.00519241,0.001344703,0.00096669,-0.00207374,-0.001945712,0.002507775,0.001009943,-0.004439448,-0.001421114,0.006380793,-0.004029921,0.001608063,-0.000425376,-0.005257599,0.000398134,0.001404728,-0.000373545,0.00196359,-0.007344278,-0.000182464,17,22,32,19,1,27,26,7,13,2,8,11,6,23,25,14,16,12,24,9,20,4,10,18,29,5,30,21,31,15,3,33
153,2009,21,21,Arkansas,25,4682510,5984913,6292935,1896454,4512808,2531942,1661511,15877213,22286474,6409262,7354904922,17490929530,18176826622,4512807606,-161272931,2896843,25606364517,2017324385,2907090604,1.02E+11,2.47,3.16,3.32,0.96,-55.67,0.19,0.2,1557.84,0.07,0.17,0.18,0.25,0.02,21,0.002632226,-0.00257861,-0.000341273,0.001352576,-0.022927448,0.003936365,-0.004239642,-0.003356261,0.000642875,0.011438895,-0.002174048,-0.006049262,0.009303404,-0.003111178,-0.004299456,0.001651671,-0.00208623,-0.001854861,-0.000741271,0.002829972,0.005044629,6.56E-05,-0.00298614,0.001634465,0.003716501,-0.001694703,-0.002056667,-0.002329439,-0.001018762,0.002254576,-0.008718025,-0.003623,16,17,31,27,1,9,8,12,30,2,20,5,3,13,7,25,21,23,29,15,6,33,14,26,10,24,22,18,28,19,4,11
154,2009,46,46,California,50,22937787,36631669,56550622,50540000,140461795,-95732320,13698954,10980672,201982468,191001795,1.06E+11,2.22E+11,2.48E+11,1.4E+11,-25624466443,36961229,4.27E+11,65742729306,1.2E+11,1.75E+12,0.45,0.72,1.12,0.9,-693.28,-0.41,0.7,3800.25,0.06,0.13,0.14,0.24,0.04,46,0.002873236,-0.001727698,0.004161262,-0.006081909,0.063570982,-0.010590494,0.007881411,0.015465571,0.002219507,-0.03754181,0.012388502,0.00968298,-0.029318013,-0.001961707,0.012179016,0.002162862,0.002532337,0.000950428,-0.003915214,0.000716614,-0.00169897,-0.0008405,0.00767233,-0.005132701,-0.001003461,-0.005046754,8.26E-05,-0.001351449,-0.001622935,0.000169625,-0.008838305,0.001784833,18,24,16,12,1,7,10,4,20,2,5,8,3,22,6,21,19,29,17,31,25,30,11,13,28,14,33,27,26,32,9,23
155,2009,16,16,Colorado,7,4280030,5870321,6702132,4174274,7182468,2676129,4103498,22771048,34127790,11356742,9202699105,23475776286,24220927293,7182467562,-751432886,4972195,67569468418,2006925883,6680790828,2.22E+11,1.03,1.41,1.61,0.97,-151.13,0.2,0.21,1444.53,0.04,0.11,0.11,0.3,0.01,16,-0.001858778,-0.002909206,-0.000719669,0.001755578,-0.023654014,0.002236811,-0.000616177,-0.003453993,-0.00254311,0.006850282,-0.00388016,-0.001575799,0.006777823,0.000628654,-0.006267302,-0.000558906,-0.000544574,-0.000175914,0.003998053,0.001154584,-0.002547121,-0.00432865,-0.001046889,0.003844846,0.003325147,-0.001946964,-1.98E-05,0.004255041,0.000623088,-0.002955977,-0.006177307,0.001516548,20,14,26,21,1,18,29,11,17,2,9,22,3,27,4,30,31,32,8,24,16,6,25,10,12,19,33,7,28,13,5,23
156,2009,40,40,Connecticut,46,2310091,5648804,5917868,4561981,26340639,-18193475,3454336,-5665813,25236806,30902620,12854063758,26744534676,29956290828,26340638702,-3101968680,3561807,59893420357,32310671141,20288172260,2.41E+11,0.51,1.24,1.3,0.89,-870.9,-0.58,1.04,7395.3,0.05,0.11,0.12,0.25,0.13,40,-0.00132877,0.001132201,-0.0035849,-0.010181704,0.06258586,0.002801211,-0.003779622,0.01618736,-0.003426999,0.013017314,-0.006817123,-0.002766089,-0.028904669,-0.002128452,-0.002787953,0.001574261,0.001207478,0.00036481,-0.004110172,0.00055374,-0.002895949,-0.000408689,0.006184014,-0.005767359,-0.003370543,-0.000293479,0.001650425,0.00095781,-0.001582423,-0.000855479,-0.009531152,0.000993807,23,25,12,5,1,16,11,3,13,4,7,18,2,19,17,22,24,32,10,30,15,31,8,9,14,33,20,27,21,29,6,26
157,2009,38,38,Delaware,31,1402725,1781181,1931680,1355107,3967496,473370,434732,5821815,11144418,5322603,3621993289,7017394855,7561326622,3967495526,-543931767,891730,6539875371,6211409396,2924909396,41212489933,1.04,1.31,1.43,0.93,-609.97,0.08,0.36,4449.21,0.09,0.17,0.18,0.16,0.15,38,-0.001351729,-0.001467322,0.001360179,-0.000200539,-0.024345291,0.00487352,-0.005368125,-0.007107266,0.00058819,0.016981756,-0.002475667,-0.007846999,0.014416451,-0.001683162,-0.005788101,-0.000936597,-0.000690557,-0.002641935,-0.000505392,-0.001003643,-0.000519725,-0.001742499,0.001946344,-0.005727896,-0.001461423,-0.002791297,-0.000471081,-0.002474953,-0.001806054,0.000667958,-0.008094284,-0.007054374,24,21,23,33,1,11,10,6,29,2,15,5,3,20,8,26,27,14,31,25,30,19,17,9,22,13,32,16,18,28,4,7
158,2009,7,7,Florida ,15,35308672,45387189,45823908,16818397,43298025,-16738290,11501562,61334472,121450894,60116422,30823100671,73332214765,78290003356,43298024609,-5100791946,18652644,1.3E+11,10811690157,31463087248,7.73E+11,2.1,2.7,2.72,0.94,-273.46,-0.04,0.36,2321.28,0.04,0.09,0.1,0.17,0.01,7,0.002332003,-0.000375303,0.003623214,-0.006764939,0.064464976,-0.012284096,0.007035781,0.015181244,0.000434006,-0.039438087,0.013332709,0.011494555,-0.032223299,0.002447682,0.012219891,0.000551929,-0.00143378,0.002449614,-0.003815829,-0.00317042,-0.001006757,-0.001085453,-0.001362011,0.000868773,-0.00040848,-0.001184781,8.47E-05,-0.000717462,-0.000446895,-0.000398406,-0.008326114,0.002018195,18,32,14,11,1,6,10,4,29,2,5,8,3,17,7,27,20,16,12,15,24,23,21,25,30,22,33,26,28,31,9,19
159,2009,19,19,Georgia,9,8957078,13333964,13648009,7441546,14766546,-695465,3665117,22259537,44467629,22208092,17054138702,44259589485,46762796421,14766545861,-2503206935,9620846,71416915789,21794903803,14664912752,3.7E+11,1.2,1.79,1.83,0.95,-260.19,0.07,0.33,1534.85,0.05,0.12,0.13,0.19,0.06,19,-0.000196959,-0.000167836,0.002170541,0.002900035,-0.013560988,0.003002828,0.007691253,0.014229991,0.002025475,-0.039917724,-0.004119024,0.008747138,0.006084164,-0.00084163,0.012500648,0.001075364,0.002692566,-0.000451916,0.002744937,0.001567682,0.000414363,0.000699958,-0.004868632,0.000646228,0.000194757,-0.003786065,-0.000113692,-0.001727521,-0.003398307,0.002325666,-0.008276063,0.003561561,30,32,20,16,3,15,7,2,21,1,10,5,8,25,4,24,18,28,17,23,29,26,9,27,31,11,33,22,14,19,6,13
