1-qid,country_feature_rank,female_percent_feature_rank,income_feature_rank,international_feature_rank,international_students_feature_rank,num_students_feature_rank,research_feature_rank,student_staff_ratio_feature_rank,teaching_feature_rank,model
2011,3,7,1,2,10,9,5,4,8,CordAscent
2011,7,8,1,2,10,3,9,4,5,CordAscent
2011,4,7,8,1,9,3,10,2,5,CordAscent
2011,4,8,7,2,10,5,6,9,1,CordAscent
2011,2,5,7,4,8,10,9,1,6,CordAscent
2011,4,6,1,3,8,10,9,7,5,CordAscent
2011,4,10,1,2,9,3,6,8,7,CordAscent
2011,2,8,7,1,9,3,10,4,5,CordAscent
2011,6,9,1,5,10,7,8,3,2,CordAscent
2011,4,10,9,5,7,3,8,2,1,CordAscent
2011,6,9,1,7,10,3,8,4,2,CordAscent
2011,5,7,8,4,10,2,9,6,1,CordAscent
2011,4,9,8,5,10,3,7,2,1,CordAscent
2011,5,8,7,2,10,9,6,3,1,CordAscent
2011,6,9,2,5,10,8,7,3,1,CordAscent
2011,3,9,8,1,10,4,5,2,7,CordAscent
2011,5,6,10,1,9,2,8,4,7,CordAscent
2011,8,6,1,4,9,5,7,10,2,CordAscent
2011,4,6,1,3,9,5,8,2,10,CordAscent
2011,6,10,1,5,8,7,9,3,2,CordAscent
2011,4,8,1,6,9,3,7,5,10,CordAscent
2011,4,8,9,2,10,5,7,6,1,CordAscent
2011,10,7,1,4,9,3,8,5,2,CordAscent
2011,5,7,9,4,10,2,8,3,1,CordAscent
2011,4,6,9,1,5,3,7,8,10,CordAscent
2011,4,8,10,3,7,5,9,2,1,CordAscent
2011,6,10,7,2,9,5,8,3,1,CordAscent
2011,3,7,5,2,8,9,6,10,1,CordAscent
2011,5,7,1,3,10,6,8,9,2,CordAscent
2011,6,9,1,3,10,5,8,4,2,CordAscent
2011,4,8,1,7,9,2,10,3,5,CordAscent
2011,7,8,3,2,10,6,9,4,1,CordAscent
2011,4,8,2,5,9,10,7,3,1,CordAscent
2011,7,9,1,2,10,4,8,3,5,CordAscent
2011,5,9,1,2,7,8,10,3,6,CordAscent
2011,8,10,1,3,9,5,7,4,2,CordAscent
2011,6,10,1,5,8,3,9,4,2,CordAscent
2011,7,8,1,3,10,6,9,4,2,CordAscent
2011,3,7,9,4,10,2,8,5,1,CordAscent
2011,4,10,6,2,9,3,5,7,1,CordAscent
2011,5,10,1,7,8,6,9,3,2,CordAscent
2011,7,8,1,5,10,4,9,6,2,CordAscent
2011,7,9,1,3,10,5,8,4,2,CordAscent
2011,3,5,1,4,6,10,8,2,9,CordAscent
2011,5,8,1,6,10,4,7,3,2,CordAscent
2011,4,8,1,2,7,10,9,6,3,CordAscent
2011,4,7,10,2,9,5,8,3,1,CordAscent
2011,7,8,1,6,10,4,9,3,2,CordAscent
2011,7,9,1,3,10,8,6,4,2,CordAscent
2011,6,8,2,4,10,3,9,5,1,CordAscent
2011,4,10,1,2,8,3,9,5,7,CordAscent
2011,5,10,1,3,8,4,7,9,2,CordAscent
2011,4,6,3,2,8,10,7,9,1,CordAscent
2011,3,6,1,4,7,10,9,2,8,CordAscent
2011,7,9,1,3,10,6,8,4,2,CordAscent
2011,4,8,10,2,9,3,7,5,1,CordAscent
2011,1,6,7,3,10,8,4,9,5,CordAscent
2011,5,7,8,2,10,3,9,4,1,CordAscent
2011,3,5,8,1,9,7,10,2,6,CordAscent
2011,5,7,2,1,10,3,9,4,6,CordAscent
2011,2,6,8,3,9,7,10,4,1,CordAscent
2011,8,6,2,1,5,9,10,4,7,CordAscent
2011,5,7,1,6,10,3,8,9,2,CordAscent
2011,4,8,1,2,9,3,5,10,6,CordAscent
2011,6,8,2,3,10,4,7,5,1,CordAscent
2011,3,7,9,5,10,2,8,4,1,CordAscent
2011,7,8,3,2,9,4,6,5,1,CordAscent
2011,6,10,9,2,8,3,7,4,1,CordAscent
2011,3,10,1,2,9,5,8,6,7,CordAscent
2011,4,7,10,6,9,3,8,5,1,CordAscent
2011,3,7,10,4,9,2,6,5,1,CordAscent
2011,6,7,1,3,10,9,8,5,2,CordAscent
2011,5,9,1,6,10,3,8,4,2,CordAscent
2011,3,5,9,1,7,2,10,4,8,CordAscent
2011,5,10,1,3,7,8,9,4,2,CordAscent
2011,7,9,1,3,10,5,8,4,2,CordAscent
2011,5,9,1,4,8,2,10,6,7,CordAscent
2011,6,9,10,2,7,5,8,4,1,CordAscent
2011,4,5,9,6,8,2,10,7,1,CordAscent
2011,3,10,2,1,8,4,6,5,9,CordAscent
2011,5,8,1,6,9,4,10,3,2,CordAscent
2011,5,6,9,4,10,2,8,3,1,CordAscent
2011,7,8,1,3,10,5,9,4,2,CordAscent
2011,6,7,1,2,9,3,10,5,8,CordAscent
2011,4,7,8,2,9,3,6,10,1,CordAscent
2011,3,9,10,2,8,7,6,4,1,CordAscent
2011,4,9,1,5,10,6,7,2,3,CordAscent
2011,6,8,1,3,9,7,10,4,2,CordAscent
2011,4,8,1,6,10,3,7,2,9,CordAscent
2011,4,7,9,5,10,8,6,2,1,CordAscent
2011,4,6,1,2,8,3,9,7,10,CordAscent
2011,5,7,1,6,10,3,9,2,8,CordAscent
2011,4,10,1,5,7,3,9,2,8,CordAscent
2011,5,7,8,2,10,4,9,3,1,CordAscent
2011,6,9,1,3,10,5,8,4,2,CordAscent
2011,8,9,1,3,10,6,7,4,2,CordAscent
2011,9,7,1,3,10,6,8,4,2,CordAscent
2011,7,6,1,3,8,5,10,9,2,CordAscent
2011,5,8,1,4,10,3,9,6,2,CordAscent
2011,6,10,9,2,8,3,7,4,1,CordAscent
2011,10,9,7,1,8,5,6,2,4,CordAscent
2011,6,10,3,2,9,8,7,4,1,CordAscent
2011,2,9,6,1,7,3,10,5,8,CordAscent
2011,6,9,10,2,8,5,7,3,1,CordAscent
2011,5,8,10,2,9,4,7,3,1,CordAscent
2011,8,10,1,2,9,6,5,3,7,CordAscent
2011,5,10,1,3,9,4,8,6,2,CordAscent
2011,5,9,1,2,10,7,6,8,4,CordAscent
2011,5,6,1,2,9,3,10,7,8,CordAscent
2011,4,7,6,2,8,3,9,10,1,CordAscent
2011,6,7,1,4,10,3,9,2,5,CordAscent
2011,4,6,3,2,9,5,10,8,1,CordAscent
2011,6,8,1,5,9,3,10,4,2,CordAscent
2011,4,8,2,7,10,6,9,5,1,CordAscent
2011,6,7,2,3,9,4,8,10,1,CordAscent
2011,5,10,8,4,7,2,6,9,1,CordAscent
2011,3,9,10,4,8,2,7,6,1,CordAscent
2011,5,10,7,4,6,9,8,3,1,CordAscent
2011,5,7,8,6,9,2,10,3,1,CordAscent
2011,3,8,1,5,10,4,9,2,7,CordAscent
2011,5,7,6,2,10,9,8,3,1,CordAscent
2011,5,8,1,6,10,9,7,3,2,CordAscent
2011,5,7,8,1,9,4,6,2,10,CordAscent
2011,7,10,1,3,9,6,8,4,2,CordAscent
2011,9,8,10,1,7,4,6,3,5,CordAscent
2011,4,7,8,5,9,6,10,2,1,CordAscent
2011,4,10,1,2,8,3,9,5,7,CordAscent
2011,2,6,10,1,8,9,5,4,7,CordAscent
2011,4,6,1,3,9,8,10,2,7,CordAscent
2011,3,7,1,2,10,4,8,5,6,CordAscent
2011,3,7,9,6,10,1,8,4,5,CordAscent
2011,4,9,1,3,8,2,10,5,7,CordAscent
2011,4,8,2,5,9,10,6,7,1,CordAscent
2011,3,8,1,4,10,2,9,7,5,CordAscent
2011,5,8,1,4,10,7,9,3,2,CordAscent
2011,5,10,1,3,9,4,8,6,2,CordAscent
2011,2,10,1,4,7,9,8,3,6,CordAscent
2011,9,8,1,3,6,5,10,2,4,CordAscent
2011,5,10,1,6,9,8,7,3,2,CordAscent
2011,3,6,9,2,10,8,7,4,5,CordAscent
2011,5,6,1,3,9,10,8,4,2,CordAscent
2011,9,8,1,3,7,5,6,10,2,CordAscent
2011,5,7,10,4,6,9,8,3,1,CordAscent
2011,4,6,7,3,10,2,9,8,1,CordAscent
2011,4,7,1,2,10,3,9,8,6,CordAscent
2011,4,7,10,2,6,8,9,3,1,CordAscent
2011,4,8,7,1,10,3,9,2,6,CordAscent
2011,4,9,2,1,10,3,8,5,7,CordAscent
2011,3,5,1,4,10,7,8,2,6,CordAscent
2011,2,9,1,5,7,4,8,3,10,CordAscent
2011,6,10,2,3,7,4,9,5,1,CordAscent
2011,5,9,6,4,10,1,8,2,7,CordAscent
2011,4,9,8,2,7,3,10,5,1,CordAscent
2011,6,7,10,2,9,4,8,3,1,CordAscent
2011,6,9,1,7,10,3,8,4,2,CordAscent
2011,4,6,7,2,9,3,10,8,1,CordAscent
2011,3,7,8,4,10,2,6,9,1,CordAscent
2011,6,8,1,3,10,5,7,4,2,CordAscent
2011,5,9,10,2,7,8,6,3,1,CordAscent
2011,6,7,10,5,8,3,9,4,1,CordAscent
2011,6,9,3,2,8,4,10,5,1,CordAscent
2011,6,8,1,3,10,7,9,4,2,CordAscent
2011,5,10,9,2,8,6,7,4,1,CordAscent
2011,5,10,2,3,9,8,7,4,1,CordAscent
2011,5,9,1,7,10,6,8,3,2,CordAscent
2011,5,10,2,3,7,9,6,4,1,CordAscent
2011,3,9,2,6,10,4,7,5,1,CordAscent
2011,4,9,8,2,7,3,6,5,1,CordAscent
2011,5,9,1,2,8,3,7,4,10,CordAscent
2011,5,9,1,2,7,3,10,8,6,CordAscent
2011,5,8,1,3,10,4,7,9,2,CordAscent
2011,9,10,8,2,6,7,5,3,1,CordAscent
2011,4,10,8,5,6,2,7,9,1,CordAscent
2011,7,6,8,5,9,3,10,2,1,CordAscent
2011,3,9,1,4,8,10,6,2,7,CordAscent
2011,3,7,9,2,6,10,5,8,1,CordAscent
2011,6,10,1,7,9,5,8,2,3,CordAscent
2011,4,9,1,5,8,3,10,7,2,CordAscent
2011,4,9,6,3,10,7,8,2,1,CordAscent
2011,7,8,1,6,9,3,10,4,2,CordAscent
2011,4,7,9,3,10,8,5,6,1,CordAscent
2011,4,7,10,3,8,6,9,2,1,CordAscent
2011,4,6,2,5,9,8,10,7,1,CordAscent
2011,4,8,10,2,6,7,9,3,1,CordAscent
2011,5,6,3,2,10,9,7,8,1,CordAscent
2011,8,5,10,2,9,1,4,3,7,CordAscent
2011,7,10,1,3,9,8,5,4,2,CordAscent
2011,6,9,1,3,10,4,8,5,2,CordAscent
2011,6,4,8,2,7,3,10,9,1,CordAscent
2011,6,10,8,2,7,5,9,3,1,CordAscent
2011,6,9,10,5,7,2,8,3,1,CordAscent
2011,6,7,10,2,9,4,8,3,1,CordAscent
2011,5,8,9,6,10,3,7,2,1,CordAscent
2011,4,10,8,5,7,2,9,3,1,CordAscent
2011,4,8,1,2,7,6,9,3,10,CordAscent
2011,6,8,1,3,10,4,9,7,2,CordAscent
2011,6,8,1,7,10,5,9,3,2,CordAscent
2011,7,8,1,6,10,4,9,3,2,CordAscent
2011,6,8,10,2,7,4,9,3,1,CordAscent
2011,7,9,3,2,10,4,8,5,1,CordAscent
2012,5,8,3,2,10,6,9,7,1,CordAscent
2012,6,8,1,5,10,7,9,2,3,CordAscent
2012,5,7,1,2,10,8,9,4,3,CordAscent
2012,4,7,2,5,10,3,6,9,1,CordAscent
2012,6,8,2,3,9,4,7,5,1,CordAscent
2012,6,7,1,3,10,4,9,2,8,CordAscent
2012,5,10,1,2,9,8,7,6,3,CordAscent
2012,4,10,8,1,9,5,6,7,2,CordAscent
2012,4,9,3,2,8,5,10,7,1,CordAscent
2012,6,7,1,5,10,2,9,4,3,CordAscent
2012,4,10,1,3,8,6,9,5,2,CordAscent
2012,4,8,1,5,7,3,10,6,2,CordAscent
2012,8,9,1,4,7,6,10,5,3,CordAscent
2012,4,7,1,5,8,10,6,3,2,CordAscent
2012,4,9,1,3,8,10,6,7,2,CordAscent
2012,6,9,1,3,8,5,10,4,2,CordAscent
2012,6,10,1,2,7,4,8,9,3,CordAscent
2012,5,8,1,4,10,6,7,9,2,CordAscent
2012,6,7,1,5,8,10,9,3,2,CordAscent
2012,5,9,2,6,10,4,7,3,1,CordAscent
2012,6,9,1,5,8,4,10,7,2,CordAscent
2012,7,9,2,3,10,5,8,4,1,CordAscent
2012,5,7,1,2,10,4,8,6,3,CordAscent
2012,6,9,1,7,10,4,8,3,2,CordAscent
2012,3,6,1,4,7,8,9,5,2,CordAscent
2012,4,9,5,3,7,10,6,2,1,CordAscent
2012,6,9,1,5,10,3,8,7,2,CordAscent
2012,5,9,10,2,7,4,8,3,1,CordAscent
2012,6,8,1,7,9,2,10,3,5,CordAscent
2012,6,8,1,5,9,4,10,3,2,CordAscent
2012,5,8,1,6,10,2,9,7,3,CordAscent
2012,7,9,2,3,10,6,8,5,1,CordAscent
2012,10,9,5,4,8,3,6,2,1,CordAscent
2012,5,10,1,3,9,6,7,8,2,CordAscent
2012,5,7,1,4,9,3,10,8,2,CordAscent
2012,3,5,7,1,8,6,9,10,2,CordAscent
2012,4,9,10,5,7,8,6,2,1,CordAscent
2012,4,10,7,5,9,8,6,2,1,CordAscent
2012,5,8,1,2,10,3,9,4,7,CordAscent
2012,6,8,1,3,9,4,7,10,2,CordAscent
2012,5,9,1,6,8,7,10,4,3,CordAscent
2012,5,6,10,1,8,2,9,3,7,CordAscent
2012,6,8,1,7,10,3,9,4,2,CordAscent
2012,8,7,1,3,10,5,6,9,2,CordAscent
2012,4,9,1,3,10,5,8,2,6,CordAscent
2012,6,10,1,5,9,7,8,3,2,CordAscent
2012,6,10,1,2,9,5,8,7,3,CordAscent
2012,4,7,10,2,9,6,8,5,1,CordAscent
2012,9,5,1,4,10,2,6,3,7,CordAscent
2012,7,9,2,6,10,4,8,3,1,CordAscent
2012,5,8,9,3,7,2,10,6,1,CordAscent
2012,5,8,2,7,10,6,9,3,1,CordAscent
2012,6,7,1,5,9,2,8,3,10,CordAscent
2012,5,7,1,4,10,2,9,6,8,CordAscent
2012,5,9,1,2,7,10,6,8,3,CordAscent
2012,2,6,7,4,10,3,8,1,9,CordAscent
2012,4,9,7,2,8,5,10,3,1,CordAscent
2012,4,8,2,3,9,10,7,6,1,CordAscent
2012,4,7,1,6,10,5,8,9,2,CordAscent
2012,5,10,2,3,6,7,9,8,1,CordAscent
2012,4,9,1,5,10,3,7,2,8,CordAscent
2012,5,8,1,7,9,2,10,3,4,CordAscent
2012,7,10,1,3,9,5,8,4,2,CordAscent
2012,7,8,1,2,10,3,9,4,5,CordAscent
2012,7,10,2,6,8,5,9,3,1,CordAscent
2012,7,8,1,4,9,5,10,3,2,CordAscent
2012,4,9,2,5,8,10,7,3,1,CordAscent
2012,6,8,3,2,10,5,9,7,1,CordAscent
2012,9,7,1,2,10,6,8,4,3,CordAscent
2012,10,8,1,2,9,5,6,3,7,CordAscent
2012,6,7,1,5,9,4,10,3,2,CordAscent
2012,6,8,1,5,9,7,10,2,3,CordAscent
2012,8,10,1,3,9,5,7,4,2,CordAscent
2012,4,8,9,5,10,3,6,2,1,CordAscent
2012,6,8,1,3,9,7,10,4,2,CordAscent
2012,10,7,1,2,9,3,8,5,6,CordAscent
2012,5,7,9,3,8,2,10,4,1,CordAscent
2012,4,8,10,1,7,2,9,6,3,CordAscent
2012,5,8,1,2,10,3,9,6,4,CordAscent
2012,9,7,1,6,10,2,8,5,3,CordAscent
2012,4,8,1,5,10,6,9,3,2,CordAscent
2012,5,9,1,6,10,7,8,3,2,CordAscent
2012,6,7,1,2,9,3,10,5,8,CordAscent
2012,5,8,1,6,10,4,9,3,2,CordAscent
2012,5,9,2,3,10,7,8,6,1,CordAscent
2012,3,6,1,4,8,10,9,2,7,CordAscent
2012,6,9,1,3,10,5,8,4,2,CordAscent
2012,5,9,1,7,10,3,8,6,2,CordAscent
2012,10,7,1,2,9,3,8,4,5,CordAscent
2012,4,7,1,3,10,6,9,8,2,CordAscent
2012,7,8,3,2,9,6,10,4,1,CordAscent
2012,8,9,1,2,10,6,7,4,3,CordAscent
2012,6,8,1,3,10,5,9,4,2,CordAscent
2012,4,5,7,1,10,9,8,3,6,CordAscent
2012,6,9,1,3,8,10,7,4,2,CordAscent
2012,4,10,1,2,9,7,5,8,6,CordAscent
2012,7,8,1,3,10,6,9,4,2,CordAscent
2012,5,9,2,7,10,3,8,6,1,CordAscent
2012,6,7,1,3,9,10,8,4,2,CordAscent
2012,5,10,1,2,8,4,9,6,3,CordAscent
2012,7,8,3,2,10,6,9,4,1,CordAscent
2012,6,8,1,5,10,9,7,2,4,CordAscent
2012,4,10,7,1,6,3,9,8,5,CordAscent
2012,6,8,1,5,10,7,9,3,2,CordAscent
2012,4,10,1,5,9,3,8,7,2,CordAscent
2012,8,7,1,6,10,3,9,4,2,CordAscent
2012,4,8,3,2,10,9,7,5,1,CordAscent
2012,5,9,1,7,8,6,10,4,3,CordAscent
2012,3,7,1,4,8,10,5,2,9,CordAscent
2012,8,10,6,1,5,3,9,7,2,CordAscent
2012,4,7,2,3,8,6,10,9,1,CordAscent
2012,6,8,1,5,7,9,10,2,4,CordAscent
2012,7,8,1,3,10,5,9,4,2,CordAscent
2012,7,6,8,2,9,4,10,5,1,CordAscent
2012,5,10,2,3,9,4,7,6,1,CordAscent
2012,4,10,1,2,9,8,5,7,6,CordAscent
2012,3,5,1,2,9,8,10,6,7,CordAscent
2012,6,9,1,5,10,3,8,4,2,CordAscent
2012,5,10,2,3,9,8,7,6,1,CordAscent
2012,4,5,9,2,10,7,8,1,6,CordAscent
2012,5,9,1,2,10,3,7,4,8,CordAscent
2012,4,10,1,5,7,3,8,9,2,CordAscent
2012,10,6,1,2,7,5,8,3,9,CordAscent
2012,3,5,9,1,10,8,6,4,7,CordAscent
2012,5,7,6,1,9,10,4,3,8,CordAscent
2012,7,8,1,3,10,5,9,4,2,CordAscent
2012,5,6,1,2,10,4,9,7,8,CordAscent
2012,5,6,2,1,9,3,10,7,4,CordAscent
2012,6,7,1,3,9,5,10,8,2,CordAscent
2012,7,8,2,3,10,4,9,5,1,CordAscent
2012,5,6,7,2,9,3,8,10,1,CordAscent
2012,5,6,10,1,9,3,8,4,7,CordAscent
2012,10,9,1,3,8,6,7,4,2,CordAscent
2012,10,8,1,3,9,5,7,4,2,CordAscent
2012,9,8,1,3,10,4,7,5,2,CordAscent
2012,7,8,2,6,10,4,9,3,1,CordAscent
2012,7,8,2,4,6,5,9,10,1,CordAscent
2012,7,10,1,6,8,3,9,4,2,CordAscent
2012,3,9,1,2,8,6,10,4,7,CordAscent
2012,5,8,1,3,9,4,10,7,2,CordAscent
2012,5,10,1,4,9,7,8,6,2,CordAscent
2012,9,7,8,4,10,3,6,5,2,CordAscent
2012,3,7,10,4,9,2,8,5,1,CordAscent
2012,3,10,7,2,9,4,8,6,1,CordAscent
2012,10,6,1,3,9,8,7,4,2,CordAscent
2012,4,7,10,2,9,8,6,5,1,CordAscent
2012,6,9,1,5,10,3,8,4,2,CordAscent
2012,7,8,1,3,10,4,9,6,2,CordAscent
2012,5,10,1,6,7,9,8,3,2,CordAscent
2012,5,9,1,4,6,10,8,3,2,CordAscent
2012,7,8,1,3,10,5,9,4,2,CordAscent
2012,5,6,10,4,8,9,7,2,1,CordAscent
2012,10,7,1,6,8,4,9,3,2,CordAscent
2012,5,7,1,3,8,6,9,10,2,CordAscent
2012,7,8,2,4,10,3,9,6,1,CordAscent
2012,5,8,2,6,9,3,7,10,1,CordAscent
2012,4,7,1,6,9,10,8,5,2,CordAscent
2012,7,9,1,6,10,4,8,3,2,CordAscent
2012,4,7,10,3,8,2,6,9,1,CordAscent
2012,5,9,2,1,10,6,8,7,3,CordAscent
2012,7,10,1,3,8,5,9,4,2,CordAscent
2012,3,10,1,5,7,4,9,2,8,CordAscent
2012,6,9,2,1,8,5,10,7,4,CordAscent
2012,5,7,1,6,8,3,10,2,9,CordAscent
2012,8,7,1,6,10,3,9,5,2,CordAscent
2012,5,6,9,1,10,3,8,4,2,CordAscent
2012,6,9,1,5,8,3,10,2,7,CordAscent
2012,7,8,1,2,9,4,10,6,3,CordAscent
2012,6,9,1,5,8,3,10,2,7,CordAscent
2012,4,8,10,2,7,3,6,9,1,CordAscent
2012,7,10,1,4,8,5,9,2,6,CordAscent
2012,9,7,1,2,10,4,8,3,5,CordAscent
2012,5,10,2,3,8,7,9,6,1,CordAscent
2012,5,8,1,2,9,3,10,6,7,CordAscent
2012,10,7,1,2,8,5,6,9,3,CordAscent
2012,4,6,1,5,10,9,8,3,2,CordAscent
2012,5,9,1,6,10,7,8,3,2,CordAscent
2012,4,9,7,2,6,10,8,5,1,CordAscent
2012,4,8,1,2,9,5,10,7,3,CordAscent
2012,6,9,1,5,8,10,7,2,3,CordAscent
2012,7,8,1,6,10,3,9,2,4,CordAscent
2012,4,7,1,5,6,8,10,2,9,CordAscent
2012,5,8,1,2,6,3,7,10,4,CordAscent
2012,5,7,1,2,8,10,6,9,3,CordAscent
2012,4,9,1,5,8,6,7,10,2,CordAscent
2012,6,7,1,5,9,3,10,2,4,CordAscent
2012,5,8,2,6,9,7,10,3,1,CordAscent
2012,5,8,1,6,10,2,9,3,4,CordAscent
2012,5,7,10,1,8,6,9,2,4,CordAscent
2012,5,8,1,6,10,2,9,3,4,CordAscent
2012,4,7,9,5,10,2,8,3,1,CordAscent
2012,6,8,1,3,10,4,9,5,7,CordAscent
2012,6,10,2,4,7,9,8,3,1,CordAscent
2012,4,8,9,3,6,2,10,1,7,CordAscent
2012,6,9,1,3,10,5,8,4,2,CordAscent
2012,10,9,3,2,8,6,7,4,1,CordAscent
2012,10,8,1,3,9,6,7,4,2,CordAscent
2012,9,8,1,3,10,5,7,4,2,CordAscent
2012,10,7,2,1,6,5,9,4,8,CordAscent
2012,7,9,1,3,10,6,8,4,2,CordAscent
2012,10,8,1,2,7,5,9,6,4,CordAscent
2012,6,8,1,2,10,5,7,9,3,CordAscent
2012,6,8,1,3,10,4,9,7,2,CordAscent
2012,6,10,1,5,9,3,7,2,8,CordAscent
2012,5,9,7,1,10,4,8,2,3,CordAscent
2012,8,6,1,4,9,3,10,5,2,CordAscent
2012,4,7,1,5,10,3,8,2,9,CordAscent
2012,5,9,1,6,10,4,7,3,2,CordAscent
2012,8,7,2,4,9,6,10,3,1,CordAscent
2012,8,7,1,2,6,10,9,3,5,CordAscent
2012,6,10,3,2,9,8,7,4,1,CordAscent
2012,4,8,1,3,10,9,5,6,7,CordAscent
2012,4,9,10,1,8,3,7,5,2,CordAscent
2012,5,9,7,1,10,6,8,2,3,CordAscent
2012,5,7,10,2,9,4,8,3,1,CordAscent
2012,6,8,1,3,9,5,7,2,10,CordAscent
2012,6,9,1,3,10,5,7,4,2,CordAscent
2012,5,9,1,2,10,3,8,4,7,CordAscent
2012,5,9,1,2,8,10,6,7,3,CordAscent
2012,10,9,2,5,7,4,8,6,1,CordAscent
2012,4,9,1,5,10,3,8,6,2,CordAscent
2012,7,9,1,3,10,4,8,5,2,CordAscent
2012,4,6,9,1,8,2,7,10,5,CordAscent
2012,5,7,2,1,8,6,10,9,3,CordAscent
2012,10,7,2,1,8,5,9,3,4,CordAscent
2012,4,9,2,1,10,5,8,3,6,CordAscent
2012,3,7,2,1,5,6,4,8,9,CordAscent
2012,9,10,1,5,8,2,7,3,4,CordAscent
2012,6,10,2,1,9,5,8,4,7,CordAscent
2012,6,9,2,3,8,4,7,10,1,CordAscent
2012,4,8,1,3,10,5,9,7,6,CordAscent
2012,6,9,1,5,10,3,7,8,2,CordAscent
2012,5,10,8,6,9,2,7,4,1,CordAscent
2012,3,6,7,2,8,9,10,4,5,CordAscent
2012,5,7,10,6,8,2,9,3,1,CordAscent
2012,7,9,1,2,8,6,10,3,4,CordAscent
2012,5,6,9,2,10,8,7,3,1,CordAscent
2012,5,8,1,6,9,10,7,3,2,CordAscent
2012,7,8,1,2,9,6,10,3,4,CordAscent
2012,5,7,10,2,9,6,8,4,1,CordAscent
2012,7,6,1,3,9,5,10,8,2,CordAscent
2012,7,8,1,2,10,4,9,3,6,CordAscent
2012,4,6,9,7,10,5,8,2,1,CordAscent
2012,6,9,1,2,8,3,10,5,4,CordAscent
2012,9,8,1,4,5,10,7,6,2,CordAscent
2012,4,5,8,1,9,10,7,3,6,CordAscent
2012,4,8,2,1,10,5,9,3,7,CordAscent
2012,8,9,1,4,10,5,7,3,2,CordAscent
2012,4,10,1,2,8,5,9,6,3,CordAscent
2012,4,8,7,6,10,2,9,5,1,CordAscent
2012,4,9,1,5,10,6,8,7,2,CordAscent
2012,5,6,1,3,9,4,8,10,2,CordAscent
2012,5,7,2,3,8,10,9,6,1,CordAscent
2012,6,8,1,2,10,3,9,7,5,CordAscent
2012,5,10,2,1,7,4,9,8,3,CordAscent
2012,9,10,2,4,7,5,6,3,1,CordAscent
2012,4,7,10,2,8,3,5,9,1,CordAscent
2012,4,6,1,3,8,7,9,2,10,CordAscent
2012,4,8,1,2,9,6,10,3,7,CordAscent
2012,5,6,1,2,8,3,9,10,7,CordAscent
2012,2,7,1,5,9,8,10,3,6,CordAscent
2012,3,8,1,4,6,9,10,7,2,CordAscent
2012,4,7,1,6,9,5,10,2,3,CordAscent
2012,5,6,1,4,9,10,8,2,3,CordAscent
2012,5,7,9,2,10,8,6,3,1,CordAscent
2012,6,8,1,5,10,7,9,3,2,CordAscent
2012,2,6,1,3,8,9,10,7,4,CordAscent
2012,3,6,7,4,10,9,5,8,1,CordAscent
2012,2,9,1,3,10,8,5,4,7,CordAscent
2012,4,8,1,3,9,5,6,10,2,CordAscent
2012,9,8,1,3,10,4,7,6,2,CordAscent
2012,6,8,1,3,10,4,9,2,7,CordAscent
2012,3,9,1,5,7,6,10,8,2,CordAscent
2012,7,9,1,4,10,5,8,3,2,CordAscent
2012,7,10,1,2,9,6,8,3,4,CordAscent
2012,6,8,2,3,9,7,10,4,1,CordAscent
2012,4,7,9,5,8,2,6,10,1,CordAscent
2012,4,9,1,3,10,5,6,8,2,CordAscent
2012,4,10,6,2,8,9,7,3,1,CordAscent
2012,5,9,1,2,6,8,10,7,3,CordAscent
2012,5,9,1,3,10,6,8,7,2,CordAscent
2012,3,10,9,1,8,4,7,6,5,CordAscent
2012,5,7,1,4,8,9,10,2,3,CordAscent
2012,4,8,9,5,7,3,10,1,2,CordAscent
2012,5,8,1,2,9,3,10,7,4,CordAscent
2012,4,7,1,2,10,8,9,3,6,CordAscent
2012,4,7,2,1,10,5,8,6,3,CordAscent
2012,3,10,1,2,8,4,7,5,9,CordAscent
2012,5,9,1,6,8,7,10,3,2,CordAscent
2012,5,9,3,2,10,4,8,6,1,CordAscent
2012,6,7,1,5,9,10,8,2,4,CordAscent
2012,4,8,1,3,10,5,6,9,2,CordAscent
2012,6,9,1,5,10,2,8,3,7,CordAscent
2012,6,10,9,2,8,3,7,5,1,CordAscent
2012,4,10,2,3,9,6,7,8,1,CordAscent
2012,6,10,9,2,8,4,7,3,1,CordAscent
2012,3,10,9,1,7,4,8,2,6,CordAscent
2012,6,9,8,5,10,2,7,3,1,CordAscent
2012,8,7,1,4,10,3,9,2,5,CordAscent
2012,9,7,3,2,10,5,8,4,1,CordAscent
2012,5,8,10,2,7,3,6,9,1,CordAscent
2012,6,9,1,2,10,3,8,5,7,CordAscent
2012,7,9,1,3,10,5,8,4,2,CordAscent
2012,5,7,1,3,9,4,10,8,2,CordAscent
2012,6,10,1,5,9,3,8,2,4,CordAscent
2012,4,6,9,1,8,3,10,2,5,CordAscent
2012,6,10,1,3,9,7,8,4,2,CordAscent
2012,6,8,2,3,9,10,7,5,1,CordAscent
2012,5,8,1,2,10,3,7,6,9,CordAscent
2012,4,8,1,2,10,3,9,5,6,CordAscent
2012,5,9,1,2,10,8,7,6,4,CordAscent
2012,7,8,1,3,4,6,9,5,2,CordAscent
2012,6,7,1,2,10,4,9,8,3,CordAscent
2012,4,7,1,5,9,3,10,2,6,CordAscent
2012,6,8,1,3,10,7,9,4,2,CordAscent
