,1-qid,two_realRank,two_realRank2,State,CordAscent,country,teaching,international,research,citations,income,total_score,num_students,student_staff_ratio,year,female_percent,international_students,world_rank,country_encoded,country_contribution,female_percent_contribution,income_contribution,international_contribution,international_students_contribution,num_students_contribution,research_contribution,student_staff_ratio_contribution,teaching_contribution,country_feature_rank,female_percent_feature_rank,income_feature_rank,international_feature_rank,international_students_feature_rank,num_students_feature_rank,research_feature_rank,student_staff_ratio_feature_rank,teaching_feature_rank
428,2012,66,66,University of Bristol,104,UK,44.2,73.7,47.7,89.9,34.8,60.9,17906,14,2012,0.53,0.25,66,69,0.009236753,0.000220233,-0.0344521,0.037232555,-0.000581034,-0.009501578,0.001735109,-0.009838579,0.002682352,6,10,2,1,9,5,8,4,7
429,2012,23,22,University of British Columbia,5,Canada,68.6,88.7,78.6,85.2,40.6,77.4,50152,17.6,2012,0.54,0.25,22,7,-0.009672227,-0.000591643,-0.036714158,0.035914047,-0.001437422,0.028553501,0.001649717,0.000384381,0.058294696,6,9,2,3,8,4,7,10,1
430,2012,229,226,University of Calgary,246,Canada,34,42.7,34.4,39.7,39.5,59.84612823,28341,16.5,2012,0.53,0.17,226,7,-0.007885602,-0.00230594,-0.034590898,-0.009670225,-0.000317445,-0.002864634,-0.000562204,-0.002573323,0.002767306,4,8,1,3,10,5,9,7,6
431,2012,10,10,University of California  Berkeley,29,USA,82.8,50.4,99.4,99.4,62.5,89.8,36186,16.4,2012,0.5,0.15,10,70,0.009377282,-0.001443336,0.098787462,-0.014119962,0.000707479,0.028351931,0.003129421,-0.002178851,0.055870695,6,9,1,5,10,3,7,8,2
432,2012,38,38,University of California  Davis,76,USA,68,51.4,68.7,83.4,52.5,71.2,35364,13.9,2012,0.54,0.13,38,70,0.008158199,2.07E-05,-0.001226064,0.006649849,0.000840273,0.030648625,0.002659373,-0.009513833,0.052954206,5,10,8,6,9,2,7,4,1
433,2012,86,86,University of California  Irvine,243,USA,36.2,36.3,42.3,93.5,45.6,55.4,26614,16.1,2012,0.52,0.16,86,70,0.013127968,-0.003111037,-0.002985904,-0.013671903,0.001276213,0.000663344,-2.78E-06,-0.006778017,0.003490652,3,6,7,2,8,9,10,4,5
434,2012,13,13,University of California  Los Angeles,84,USA,85.9,41,92.5,97.3,48.97987421,87.3,38206,10.3,2012,0.52,0.15,13,70,0.011141854,-0.001236318,-0.000259843,-0.010951709,0.001229546,0.026819243,0.000835239,-0.021609034,0.05812181,5,7,10,6,8,2,9,3,1
435,2012,143,143,University of California  Riverside,290,USA,27.8,30,30.9,89.6,31,47.5,20626,22,2012,0.51,0.12,143,70,0.01022038,-0.000381983,-0.061428422,-0.037363082,-0.00151919,-0.013948606,0.000279733,0.032150157,-0.018063861,7,9,1,2,8,6,10,3,4
436,2012,33,33,University of California  San Diego,235,USA,61.4,31.5,72,97.8,51.8,73,27233,6.5,2012,0.48,0.11,33,70,0.010727237,0.002463348,0.001223206,-0.034474675,0.000849012,0.001265975,0.001819023,-0.020454519,0.053584255,5,6,9,2,10,8,7,3,1
437,2012,35,35,University of California  Santa Barbara,31,USA,55,52.6,65.3,99.9,85,72.1,22020,27.3,2012,0.52,0.11,35,70,0.011287071,0.000996955,0.096388709,0.010001251,0.000256658,-0.000204162,0.002326477,0.03149161,0.056244886,5,8,1,6,9,10,7,3,2
438,2012,110,110,University of California  Santa Cruz,269,USA,28.5,29.8,36.6,99.9,29.5,52.5,17404,22.7,2012,0.53,0.01,110,70,0.009364021,-0.001546058,-0.063078887,-0.034957416,-0.001418828,-0.010233753,0.000191967,0.030305103,-0.017338006,7,8,1,2,9,6,10,3,4
439,2012,6,6,University of Cambridge,18,UK,90.5,85.3,94.2,97.3,55.5,92.4,18812,11.8,2012,0.46,0.34,6,69,0.010827687,0.003597494,0.000765607,0.038379769,-0.000795643,-0.009901016,0.002883599,-0.018787705,0.056905317,5,7,10,2,9,6,8,4,1
440,2012,326,301,University of Canterbury,202,New Zealand,17.3,76.3,24.3,30.5,26.6,59.84612823,12187,16.5,2012,0.51,0.2,301,41,-0.003581074,0.004064458,-0.059489375,0.035399813,0.001290471,-0.015219516,-7.66E-05,-0.00221076,-0.040836011,7,6,1,3,9,5,10,8,2
441,2012,103,103,University of Cape Town,51,South Africa,34.3,73.9,41.1,75.3,97.5,53.2,20040,12.1,2012,0.53,0.18,103,57,-0.002449168,-0.000533044,0.100472464,0.040004854,-0.000329931,-0.00872728,-0.000379066,-0.009210343,0.002525934,7,8,1,2,10,4,9,3,6
442,2012,9,9,University of Chicago,123,USA,89.4,58.8,90.8,99.4,48.97987421,90.2,14221,6.9,2012,0.42,0.21,9,70,0.012328569,0.007876534,-0.00069728,0.006137759,0.000171041,-0.009038349,0.000704409,-0.023219402,0.052654003,4,6,9,7,10,5,8,2,1
443,2012,213,201,University of Cincinnati,328,USA,29,20.6,24.9,69,32.9,59.84612823,36108,15.7,2012,0.54,0.06,201,70,0.008538552,-0.001000645,-0.063452577,-0.035190847,0.001830243,0.028601634,0.000677578,-0.008872905,-0.020420991,6,9,1,2,8,3,10,5,4
444,2012,374,350,University of Coimbra,251,Portugal,20.6,55.8,11.6,27.4,29.4,59.84612823,22795,19,2012,0.55,0.11,350,47,0.000504262,0.000644033,-0.061469918,0.010218747,-0.004498328,-0.000459127,-0.001179526,-0.002378414,-0.037528212,9,8,1,4,5,10,7,6,2
445,2012,78,77,University of Colorado Boulder,280,USA,39.5,30.8,42.6,98.2,48.97987421,57.3,29325,16.1,2012,0.45,0.08,77,70,0.010828627,0.004241482,-0.001003491,-0.032105352,0.000383673,0.000153714,0.001241802,-0.010872427,0.003641178,4,5,8,1,9,10,7,3,6
446,2012,136,135,University of Copenhagen,95,Denmark,37.8,74.8,31.6,72.1,37,49,27545,4.1,2012,0.67,0.19,135,13,-0.011881005,-0.001721626,-0.036412689,0.038173508,0.0006875,-0.003354741,0.000806424,-0.023882847,0.001974427,4,8,2,1,10,5,9,3,7
447,2012,278,276,University of Crete,216,Greece,13.1,42.6,12.6,66.7,33.2,59.84612823,14650,26.9,2012,0.63,0.05,276,20,-0.002424523,-0.001838499,-0.062231539,-0.01326035,-0.0003952,-0.009388464,-0.004591015,0.031502459,-0.039728668,8,9,1,4,10,5,7,3,2
448,2012,180,180,University of Delaware,204,USA,26.4,29.8,37.2,66.7,98,43.8,19262,15.9,2012,0.56,0.1,180,70,0.011017363,-9.63E-05,0.101022683,-0.030740756,-0.001811755,-0.010662253,-0.001205297,-0.008067834,-0.018095028,4,10,1,2,8,5,9,6,3
449,2012,176,176,University of Dundee,169,UK,20.8,62.5,20.1,87.1,55.3,44.5,11628,15.3,2012,0.6,0.25,176,69,0.011231958,0.001422407,-0.003244755,0.005692966,-0.000209755,-0.016884422,0.000741017,-0.009846331,-0.037698233,4,8,7,6,10,2,9,5,1
450,2012,145,145,University of East Anglia,175,UK,26.5,68.5,26.1,85.6,28,47.3,14992,14.7,2012,0.58,0.28,145,69,0.013083347,-0.001493372,-0.060677011,0.009358514,-0.000328022,-0.008084327,-0.003988855,-0.00580818,-0.021328557,4,9,1,5,10,6,8,7,2
451,2012,324,301,University of Eastern Finland,285,Finland,23.2,33.5,16.1,51.1,30.2,59.84612823,10798,17.3,2012,0.64,0.06,301,16,-0.009896236,-0.003869581,-0.062092338,-0.031887113,-0.001614474,-0.015770748,-0.001800321,0.00076139,-0.038384287,5,6,1,3,9,4,8,10,2
452,2012,36,36,University of Edinburgh,30,UK,63,79.8,61.4,92.3,41.3,72,25774,14.1,2012,0.58,0.36,36,69,0.011573153,-0.00424186,-0.038742872,0.037061048,-0.0020251,0.000391317,0.001790867,-0.006903606,0.057787964,5,7,2,3,8,10,9,6,1
453,2012,211,201,University of Essex,68,UK,31.7,90.1,35.9,37,28.3,59.84612823,12695,19.8,2012,0.55,0.39,201,69,0.011552258,0.001090703,-0.062333544,0.036983805,0.000192587,-0.019394689,0.000775493,-0.001873268,-0.017518391,6,8,1,2,10,3,9,7,5
454,2012,156,156,University of Exeter,127,UK,31.3,73.4,33.3,67.8,35.4,46.1,17755,18.8,2012,0.54,0.28,156,69,0.010040125,-0.000137845,-0.033888039,0.037420084,-0.002085703,-0.010775733,-0.000490816,-0.002050322,-0.017188975,5,10,2,1,7,4,9,8,3
455,2012,306,301,University of Ferrara,255,Italy,15.8,37.1,14.1,59.3,34.3,59.84612823,18882,30.2,2012,0.56,0.07,301,28,-0.001499102,-0.00137572,-0.037710454,-0.012252242,-0.003091703,-0.012107828,-0.004476263,0.030995667,-0.042305096,9,10,2,4,7,5,6,3,1
456,2012,126,125,University of Florida,180,USA,46.7,25.9,59.9,50.9,48.97987421,50,50095,18.7,2012,0.54,0.09,125,70,0.011050443,-0.002125456,-8.03E-05,-0.033732664,0.00157557,0.028440084,0.005488999,0.001304927,0.05769688,4,7,10,2,8,3,5,9,1
457,2012,189,189,University of Freiburg,94,Germany,35.7,55.6,18.7,67.8,81.8,42.9,26467,31.2,2012,0.52,0.16,189,18,-0.009740088,-0.00237204,0.098851524,0.009788901,0.00035574,-0.000928756,-0.00032448,0.028663865,6.20E-05,4,6,1,3,8,7,9,2,10
458,2012,130,130,University of Geneva,35,Switzerland,34.9,97.5,39,65.1,32.7,49.8,15668,15,2012,0.61,0.39,130,61,0.007472327,-0.003442888,-0.062027771,0.036984592,0.000903665,-0.006143954,0.000858751,-0.008962682,0.005576803,4,8,1,2,9,6,10,3,7
459,2012,202,201,University of Georgia,253,USA,44.4,30.6,36.4,37.3,27.7,59.84612823,33119,19.9,2012,0.57,0.07,201,70,0.012524495,-0.003479979,-0.06321101,-0.032886677,-0.000379551,0.028301183,0.000290837,0.000120591,0.003338446,5,6,1,2,8,3,9,10,7
460,2012,102,102,University of Glasgow,74,UK,37.5,68.1,41,77.5,61.4,53.4,22616,16,2012,0.57,0.29,102,69,0.01137799,-0.002923138,0.098761513,0.005565818,0.00162324,-0.002659234,0.001390955,-0.010056581,0.002951316,2,7,1,5,9,8,10,3,6
461,2012,203,201,University of Gothenburg,238,Sweden,25.8,48.4,37.7,55.7,37.7,59.84612823,26420,16.4,2012,0.496839882,0.12,201,60,0.008831659,0.00209132,-0.037181256,-0.006860966,-0.003119542,-0.001599478,-6.96E-05,-0.002921088,-0.018970189,3,8,1,4,6,9,10,7,2
462,2012,252,251,University of Graz,111,Austria,24.9,63.8,14,55.1,25.5,59.84612823,20584,26.8,2012,0.65,0.12,251,2,-0.011174702,-0.003438451,-0.05877925,0.009978536,-0.00189754,-0.01003578,-0.000827731,0.032588331,-0.018828876,4,7,1,6,9,5,10,2,3
463,2012,134,134,University of Groningen,109,Netherlands,32.4,47.3,52.4,62.4,59.9,49.2,24556,25.6,2012,0.52,0.12,134,40,-0.004934069,-0.004081001,0.09810667,-0.01139769,-0.000953976,-0.000412702,0.001845987,0.033814126,-0.019813769,5,6,1,4,9,10,8,2,3
464,2012,279,276,University of Guelph,186,Canada,24.2,33.3,31.4,38.6,48.9,59.84612823,21643,28.3,2012,0.6,0.04,276,7,-0.010686579,-0.003981092,-0.001681368,-0.032777166,-1.99E-05,-0.001755955,0.004141708,0.032011437,-0.038136538,5,7,9,2,10,8,6,3,1
465,2012,69,69,University of Göttingen,152,Germany,51.4,48,50.9,84.1,32.7,60.3,25581,25.6,2012,0.51,0.12,69,18,-0.009920283,0.002038805,-0.062339891,-0.013307648,0.000871554,-0.0029023,0.001059459,0.030893351,0.056370762,6,8,1,5,10,7,9,3,2
466,2012,230,226,University of Hamburg,254,Germany,35.2,56.3,21.3,50,27.4,59.84612823,23873.75865,18.44528302,2012,0.496839882,0.154440063,226,18,-0.012573182,0.002805694,-0.063161902,0.010136447,0.001531783,-0.001455212,0.000620054,-0.00156787,0.004300379,2,6,1,3,8,9,10,7,4
467,2012,253,251,University of Hawai’i at Mānoa,281,USA,31.3,34.6,29.2,44.3,48.97987421,59.84612823,23873.75865,18.44528302,2012,0.496839882,0.154440063,251,70,0.008410176,0.001815673,-0.00116806,-0.007462406,0.000763655,-0.000948436,-0.002537437,-0.001102405,-0.019941161,3,6,7,4,10,9,5,8,1
468,2012,91,91,University of Helsinki,116,Finland,39.3,46.8,54.2,75.1,28.9,54.8,23505,15.1,2012,0.66,0.06,91,16,-0.012320706,-0.001420576,-0.063103612,-0.009006694,-6.33E-05,-0.001646005,0.00513621,-0.006792782,0.00232813,2,9,1,3,10,8,5,4,7
469,2012,309,301,University of Hertfordshire,198,UK,12.2,76.5,7.7,55.5,27.1,59.84612823,19665,19.4,2012,0.54,0.27,301,69,0.007317702,-0.003141718,-0.06456922,0.034603627,-0.000762399,-0.006377527,-0.004455193,-5.73E-05,-0.039025114,4,8,1,3,9,5,6,10,2
470,2012,34,34,University of Hong Kong,13,Hong Kong,74,83.7,80.1,60.5,64.1,72.3,19835,17.6,2012,0.53,0.38,34,21,0.000468901,-0.00146638,0.100560662,0.035023662,0.000150698,-0.010475481,0.002889299,-0.002964047,0.054700922,9,8,1,3,10,4,7,6,2
471,2012,308,301,University of Houston,213,USA,36.5,27.7,23.6,23.6,31.2,59.84612823,40325,43.7,2012,0.5,0.09,301,70,0.008649261,0.003180099,-0.061736321,-0.030907496,0.001218953,0.029507995,0.002512565,0.032621246,0.004397281,6,8,1,3,10,4,9,2,7
472,2012,307,301,University of Hull,228,UK,14.5,66.2,16.7,40.2,28.1,59.84612823,15141,18.7,2012,0.52,0.2,301,69,0.01285351,-0.001469602,-0.061144724,0.010377684,0.003491099,-0.007179384,-6.87E-05,-0.003017109,-0.03861424,3,9,1,5,7,6,10,8,2
473,2012,280,276,University of Iceland,71,Iceland,10.7,56.9,17.3,62.4,75.4,59.84612823,13960,25.9,2012,0.66,0.08,276,23,-0.003293357,-0.002149202,0.099627476,0.010087999,0.001036488,-0.00682643,-0.00236744,0.033377968,-0.039944675,7,9,1,4,10,5,8,3,2
474,2012,363,350,University of Idaho,365,USA,29.4,27.4,16.2,24,25.5,59.84612823,11641,21.5,2012,0.47,0.06,350,70,0.008861765,0.003622397,-0.064468697,-0.035945925,-0.003941932,-0.01559138,-0.003981544,0.032330569,-0.020214385,7,10,1,2,9,6,8,3,4
475,2012,167,167,University of Illinois at Chicago,305,USA,53.3,27.2,43.9,43.3,38.6,45.2,24313,9.2,2012,0.53,0.17,167,70,0.009085632,-0.001746633,-0.036655314,-0.030124152,-0.000934839,-0.002492408,0.000334668,-0.019069872,0.056694728,6,8,2,3,9,7,10,4,1
476,2012,31,31,University of Illinois at Urbana-Champaign,66,USA,67.9,50.7,81.3,81.5,48.97987421,74.2,42727,18.7,2012,0.47,0.2,31,70,0.011602607,0.00414572,-0.001943272,0.010652384,-0.003608528,0.027293917,0.004595727,-0.001237749,0.059658243,4,7,9,5,8,2,6,10,1
477,2012,204,201,University of Innsbruck,125,Austria,23.1,90.7,13.8,65.7,32.8,59.84612823,18209,16.9,2012,0.54,0.39,201,2,-0.010563887,-0.000848026,-0.062975524,0.03460873,-6.71E-05,-0.008856321,-0.005396895,-0.003429514,-0.038927194,4,9,1,3,10,5,6,8,2
478,2012,141,141,University of Iowa,300,USA,47.7,21.9,42.1,61.3,48.97987421,47.6,27526,11.6,2012,0.52,0.11,141,70,0.010712482,0.000287384,-0.003810591,-0.03295879,0.002102748,-0.001886354,-0.002118943,-0.016048612,0.05618876,4,10,6,2,8,9,7,3,1
479,2012,289,276,University of Kansas,360,USA,33.2,23.5,20.1,43,27.6,59.84612823,23873.75865,18.44528302,2012,0.496839882,0.154440063,276,70,0.010448537,-0.0007754,-0.061089465,-0.033766083,0.003207185,-0.002237093,0.000687991,-0.003059928,-0.020670792,5,9,1,2,6,8,10,7,3
480,2012,364,350,University of Kent,182,UK,15.6,82.5,18.5,19.1,26.5,59.84612823,17638,14.4,2012,0.53,0.27,350,69,0.010707585,-0.001248303,-0.061537374,0.035281477,0.000760773,-0.009846853,-0.002940517,-0.008134379,-0.039099211,5,9,1,3,10,6,8,7,2
481,2012,287,276,University of Kentucky,339,USA,38.7,18.3,28.4,35.2,48.97987421,59.84612823,23873.75865,18.44528302,2012,0.496839882,0.154440063,276,70,0.012040775,0.000182154,-0.001229137,-0.037969216,-0.001584665,-0.00425451,-0.002376279,-0.002583698,0.004172123,3,10,9,1,8,4,7,6,5
482,2012,254,251,University of Kiel,231,Germany,29.3,47.3,20.9,52.1,33.6,59.84612823,24444,23.8,2012,0.53,0.08,251,18,-0.012851736,-0.001928112,-0.05964025,-0.013879475,-0.001557387,-0.001546002,-0.000439965,0.032814436,-0.020187571,5,7,1,4,8,9,10,2,3
483,2012,194,194,University of Konstanz,21,Germany,29,63.7,29.7,62.8,49.9,42.5,10930,59.1,2012,0.54,0.12,194,18,-0.010897947,0.002401602,-0.000850596,0.0084,0.003151961,-0.016974712,0.000672154,0.030952963,-0.017413373,4,8,9,5,7,3,10,1,2
484,2012,116,116,University of Lausanne,100,Switzerland,27.5,86.7,40.4,77.8,40.3,51.2,11964,13.1,2012,0.496839882,0.22,116,61,0.011556232,0.001789105,-0.037062063,0.033539885,-0.000668116,-0.02127502,-7.06E-05,-0.007372723,-0.020849684,5,8,1,2,9,3,10,7,4
485,2012,133,133,University of Leeds,105,UK,44.6,64.8,43.9,57.1,36.4,49.5,27703,14.7,2012,0.58,0.21,133,69,0.00783757,0.001309701,-0.038883472,0.008613263,0.000149395,-0.000879869,0.000472264,-0.008449983,0.001575158,4,7,1,2,10,8,9,3,6
486,2012,197,197,University of Leicester,128,UK,27.6,84.9,30.3,56.3,34.4,41.5,14541,13.4,2012,0.54,0.35,197,69,0.010688598,0.002276447,-0.034977222,0.036735064,0.000360622,-0.01033772,-0.001817048,-0.010193941,-0.018454659,4,7,2,1,10,5,8,6,3
487,2012,182,181,University of Liverpool,166,UK,34.8,73.1,33.5,55.6,37.1,43.6,18815,13.6,2012,0.52,0.3,181,69,0.013385772,-0.000115027,-0.034654571,0.03462218,-0.002063066,-0.012442876,-0.002131761,-0.008225433,0.001870219,3,10,1,2,8,4,7,5,9
488,2012,311,301,University of Liège,106,Belgium,23.5,68.7,16.4,38.9,64.8,59.84612823,20951,25.9,2012,0.54,0.23,301,5,-0.012213451,-0.001006537,0.099959941,0.008705631,-0.001853226,-0.008308186,0.000637255,0.028502544,-0.040162582,5,9,1,6,8,7,10,3,2
489,2012,48,48,University of Manchester,43,UK,59,80.4,61.1,75.6,37.7,65.7,34938,15.3,2012,0.52,0.34,48,69,0.009144172,-0.001150345,-0.033628147,0.038001455,-0.000597112,0.03071359,0.006201803,-0.008914714,0.054676317,5,9,3,2,10,4,8,6,1
490,2012,305,301,University of Manitoba,199,Canada,29.5,40.2,31.7,27.7,40.7,59.84612823,28576,27.8,2012,0.55,0.11,301,7,-0.009624659,-0.004286038,-0.037736519,-0.012887682,0.00112512,-0.000955196,-0.002797689,0.028010214,-0.018468445,6,7,1,5,9,10,8,2,4
491,2012,304,301,University of Maryland  Baltimore County,379,USA,17.6,18.6,14.5,52.8,29.9,59.84612823,13908,18.1,2012,0.46,0.07,301,70,0.009615986,0.002055485,-0.065271654,-0.03379451,0.001489087,-0.006086384,-0.00411625,-0.001846245,-0.040822058,4,8,1,3,10,5,6,9,2
492,2012,95,94,University of Maryland  College Park,306,USA,41.1,35.3,43.6,85.8,28.5,54.5,31331,8.4,2012,0.48,0.09,94,70,0.01097571,-0.001830735,-0.063448164,-0.014123293,0.000828064,0.02919734,0.002913979,-0.023545784,0.00417476,6,9,1,5,10,2,8,3,7
493,2012,64,64,University of Massachusetts,215,USA,54,27.3,58.3,80.1,53.2,61.1,56959,13,2012,0.49,0.11,64,70,0.009200305,0.000184358,-0.000369329,-0.03352242,-0.001117406,0.029389741,0.002234009,-0.009754813,0.056687428,6,10,9,2,8,3,7,5,1
494,2012,201,201,University of Medicine and Dentistry of New Jersey,333,USA,48.5,31,14.4,55.6,34.3,59.84612823,23873.75865,18.44528302,2012,0.496839882,0.154440063,201,70,0.009426048,0.00013606,-0.036320514,-0.035009922,0.000320719,-0.002513716,-0.00244382,-0.001787209,0.057895735,4,10,2,3,9,6,7,8,1
495,2012,37,37,University of Melbourne,7,Australia,62.2,82.5,72.4,80.7,44.4,71.9,40128,23.7,2012,0.55,0.35,37,1,-0.011687574,0.000114921,-0.001327878,0.039262063,0.002249681,0.028896068,0.003663337,0.030646918,0.054610869,6,10,9,2,8,4,7,3,1
496,2012,172,172,University of Miami,357,USA,45.7,30.3,23.3,70.3,48.97987421,44.8,15286,5.7,2012,0.5,0.14,172,70,0.012340443,0.000783006,-0.002195011,-0.033192687,-0.003014846,-0.009846583,-0.002642634,-0.017631256,0.003034068,3,10,9,1,7,4,8,2,6
497,2012,18,18,University of Michigan,87,USA,75.4,47.2,90,94.3,53.3,82.8,41786,9,2012,0.48,0.16,18,70,0.008771263,0.000102912,-0.001388263,-0.010713663,6.96E-05,0.028430313,0.003227926,-0.017174792,0.058769777,6,9,8,5,10,2,7,3,1
498,2012,231,226,University of Milan,179,Italy,37.1,34.3,24.3,51.3,35,59.84612823,58618,24.3,2012,0.6,0.05,226,28,-0.002638458,-0.002845445,-0.034763246,-0.009689955,-0.001167466,0.0265969,-0.001948555,0.030239135,0.004467524,8,7,1,4,10,3,9,2,5
499,2012,237,226,University of Milan-Bicocca,39,Italy,22.5,33.2,12.3,78.3,35.6,59.84612823,33370,72.5,2012,0.6,0.05,226,28,-0.001563904,-0.004097628,-0.034065103,-0.034488619,0.001166136,0.029251954,-0.00176383,0.032156412,-0.040328133,9,7,3,2,10,5,8,4,1
500,2012,42,42,University of Minnesota,162,USA,66.1,25.6,72.5,85.4,48.97987421,70,46825,18,2012,0.52,0.13,42,70,0.011790146,-0.00160903,-0.000879829,-0.033016419,-0.002601437,0.030700489,0.004591761,-0.001361764,0.056634219,5,8,10,2,7,3,6,9,1
501,2012,233,226,University of Missouri,318,USA,38.5,26.9,33.7,37.7,26.5,59.84612823,29885,14.1,2012,0.53,0.05,226,70,0.007434351,0.000647867,-0.060740707,-0.0347063,0.000353666,0.0263918,-0.003165971,-0.010979176,0.004413311,6,9,1,2,10,3,8,5,7
502,2012,303,301,University of Modena and Reggio Emilia,323,Italy,14.5,26.8,15.7,50.8,27.9,59.84612823,19693,25.3,2012,0.54,0.06,301,28,-0.004460661,0.001317055,-0.061560348,-0.034140612,0.00114161,-0.009032318,-0.003118309,0.031907778,-0.040076692,7,9,1,3,10,5,8,4,2
503,2012,105,104,University of Montreal,16,Canada,54.5,79.5,47,48.7,81.3,53.1,38264,20.3,2012,0.57,0.25,104,7,-0.008927685,-0.002319681,0.09800972,0.037693034,-0.00027894,0.029852382,0.000164602,-0.002147618,0.056032072,5,7,1,3,9,4,10,8,2
504,2012,281,276,University of Münster,118,Germany,27.8,43.3,18.5,49.1,35.1,59.84612823,39838,46.1,2012,0.53,0.08,276,18,-0.01195782,-0.000169916,-0.031681187,-0.015544575,0.001125262,0.023603439,0.001287544,0.029346731,-0.020394426,6,10,1,5,9,3,8,2,4
505,2012,173,173,University of New South Wales,42,Australia,36.1,85.1,40.2,46.8,53.1,44.6,38309,25.9,2012,0.47,0.33,173,1,-0.011544483,0.004166071,-0.001525632,0.037572832,-0.002003274,0.030059239,-0.000468898,0.030603731,0.005433074,4,6,9,1,8,3,10,2,5
506,2012,283,276,University of Newcastle,59,Australia,18.2,76.3,27.1,35.8,64.8,59.84612823,23508,21.9,2012,0.56,0.18,276,1,-0.011843762,5.36E-05,0.095832307,0.036493985,0.00102348,-0.001789619,0.00111426,0.030451513,-0.040044508,6,10,1,3,9,7,8,4,2
507,2012,43,43,University of North Carolina at Chapel Hill,263,USA,67.6,20.2,62.6,92.6,35.5,69.3,26518,7.3,2012,0.58,0.08,43,70,0.012017359,-0.002270069,-0.034750214,-0.030905801,-0.000957006,0.000246959,0.003181574,-0.016601912,0.05671939,6,8,2,3,9,10,7,5,1
508,2012,89,89,University of Notre Dame,348,USA,42.6,33.1,36.2,94.1,27.3,55,11829,13.8,2012,0.44,0.1,89,70,0.009432188,0.002694334,-0.061353752,-0.032248246,0.001078077,-0.019532476,0.003259818,-0.008234224,0.001592103,5,8,1,2,10,3,7,6,9
509,2012,140,140,University of Nottingham,107,UK,40.2,72.6,40,57.6,36.7,47.7,30144,15,2012,0.54,0.27,140,69,0.012912327,-0.001428775,-0.035310213,0.032993622,0.000279754,0.028114112,0.001347931,-0.0113624,0.005054238,4,8,1,2,10,3,9,5,6
510,2012,302,301,University of Oklahoma,366,USA,33.8,20.7,16.1,31.6,32.3,59.84612823,23873.75865,18.44528302,2012,0.496839882,0.154440063,301,70,0.010204725,-0.001740808,-0.061011388,-0.031898117,-0.000184273,-0.00247752,-0.003409239,-0.004359816,-0.017637411,5,9,1,2,10,8,7,6,4
511,2012,183,181,University of Oslo,176,Norway,33.5,63.9,36.9,56.6,29,43.6,27139,18.8,2012,0.496839882,0.18,181,43,-0.000879577,-0.000180691,-0.063475343,0.006067701,-0.002119455,-0.000889321,0.000141251,-0.001095079,-0.01795393,7,8,1,3,4,6,9,5,2
512,2012,205,201,University of Otago,64,New Zealand,24.5,88.8,28,48,27.8,59.84612823,18600,20.3,2012,0.57,0.21,201,41,-0.002843117,-0.002447518,-0.063688736,0.037937179,0.000700008,-0.008471765,-0.000911855,-0.002054056,-0.036729129,6,7,1,2,10,4,9,8,3
513,2012,185,185,University of Ottawa,110,Canada,38.9,49.6,34.8,54.8,36.9,43.2,36733,26.3,2012,0.6,0.15,185,7,-0.011657735,-0.002056641,-0.034547082,-0.008759464,-0.001769039,0.030482634,0.000716398,0.032149565,0.002740824,4,7,1,5,9,3,10,2,6
514,2012,4,4,University of Oxford,6,UK,89.5,91.9,96.6,97.9,62.1,93.6,19919,11.6,2012,0.46,0.34,4,69,0.010368928,0.005291289,0.099205892,0.036223469,-0.001257195,-0.010286461,0.003937871,-0.02114104,0.057886486,6,8,1,3,10,7,9,4,2
515,2012,232,226,University of Padua,233,Italy,24.2,34.3,26,56.2,31.1,59.84612823,62577,18.3,2012,0.56,0.04,226,28,0.000271922,-0.000282645,-0.062326733,-0.011734416,-0.000618096,0.027693232,-0.002396221,-0.002997419,-0.041897816,10,9,1,4,8,3,7,6,2
516,2012,365,350,University of Paris North – Paris 13,205,France,13.4,59.9,11.8,39.4,24.2,59.84612823,23026,23.4,2012,0.6,0.22,350,17,-0.014949785,-0.001487442,-0.061632945,0.011400372,0.003866047,-0.001879843,-0.003019412,0.030983935,-0.038742128,5,10,1,6,7,9,8,3,2
517,2012,16,16,University of Pennsylvania,196,USA,87,34.3,86.1,97.9,41.9,84.9,20376,6.5,2012,0.51,0.2,16,70,0.009858451,-0.000598728,-0.033608428,-0.00997963,0.004109797,-0.00745285,0.003293232,-0.02110116,0.055017051,6,10,2,5,8,7,9,3,1
518,2012,310,301,University of Pisa,317,Italy,18.3,26.2,18.5,50.8,35.3,59.84612823,47247,18,2012,0.52,0.04,301,28,-0.003058508,-0.000437123,-0.036867854,-0.033124115,0.001963704,0.030053332,-0.003553458,0.001731996,-0.040026143,7,10,2,3,8,4,6,9,1
519,2012,59,59,University of Pittsburgh,297,USA,54.3,26.5,53.9,88.7,37.5,62,26485,5.8,2012,0.51,0.1,59,70,0.013077323,0.001602786,-0.034278278,-0.035040287,2.47E-05,-0.001587573,-0.000607432,-0.018986428,0.055244823,6,7,3,2,10,8,9,4,1
520,2012,312,301,University of Porto,278,Portugal,17.7,42,13,43.9,33.7,59.84612823,32720,18.8,2012,0.54,0.09,301,47,-0.002111745,-0.001602238,-0.033144431,-0.010095105,0.002232901,0.026927841,-0.001980541,-0.002935221,-0.038421161,8,10,2,5,7,3,9,6,1
